work,book,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Fall of Troy,1,11,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,1.0,1,0,metrical_lengthening,η:L:nature ο:L:position ου:L:nature+position ευ:L:nature ο:L:position α:S:lexicon υ:S:lexicon ο:L:nature ε:S:nature α:S:lexicon ει:L:nature ο:S:nature ο:S:nature ε:L:position ε:L:line_final,"ἠδ’ ὅσσους φεύγοντας ὑπὸ μέγα τεῖχος ὄλεσσεν,"
Fall of Troy,1,12,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.5,1,0,correption,ε:L:position ο:S:nature α:S:lexicon ω:L:nature ε:S:nature α:S:lexicon α:L:position ε:S:nature αι:S:nature α:L:position ει:L:nature υ:L:position ε:S:nature ο:S:nature η:L:nature ι:L:antepenult_accent,"Ἕκτορά θ’ ὡς ἐδάμασσε καὶ ἀμφείρυσσε πόληι,"
Fall of Troy,1,13,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,α:L:position ου:L:nature+position ω:L:nature ε:S:nature α:S:unknown ι:L:position ε:S:nature ι:S:lexicon α:L:lexicon α:S:lexicon α:S:lexicon οι:L:nature ο:S:nature α:S:lexicon α:L:position η:L:line_final,ἄλλους θ’ ὡς ἐδάϊξε δι’ ἀκαμάτοιο θαλάσσης
Fall of Troy,1,14,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ο:L:position ο:S:nature ε:S:nature η:L:nature α:L:lexicon ω:L:nature α:S:lexicon ε:S:nature ε:L:position ω:L:nature ε:L:position ι:S:lexicon ο:S:nature ε:L:position ο:L:line_final,ὁππότε δὴ τὰ πρῶτα φέρε Τρώεσσιν ὄλεθρον.
Fall of Troy,1,15,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,ω:L:nature οι:L:nature ε:L:position η:L:nature+position ε:L:position ε:S:nature α:S:lexicon α:L:lexicon ο:S:nature ι:S:lexicon ε:L:position ο:S:nature ε:S:nature ι:L:position ο:L:line_final,τῶν οἵ γε μνησθέντες ἀνὰ πτολίεθρον ἔμιμνον.
Fall of Troy,1,16,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,2,,α:L:position ι:S:lexicon α:S:lexicon α:L:lexicon ι:S:lexicon ι:S:lexicon ε:L:position ο:S:nature α:S:unknown ι:L:unknown η:L:nature ο:L:position ε:S:nature ο:S:nature η:L:nature ο:L:line_final,ἀμφὶ δ’ ἄρα σφίσι πένθος ἀνιηρὸν πεπότητο
Fall of Troy,1,17,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.0,1,1,lexicon_overridden,ω:L:nature η:L:nature η:L:nature+position ο:S:nature ο:S:nature ε:L:position ι:S:antepenult_accent α:S:unknown αι:L:nature ο:S:nature ε:S:nature η:L:nature+position υ:S:lexicon ι:S:lexicon οι:L:nature η:L:line_final,ὡς ἤδη στονόεντι καταιθομένης πυρὶ Τροίης.
Fall of Troy,1,18,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,αι:L:nature ο:S:nature ε:S:nature ε:L:position ω:L:nature ο:L:position ο:S:nature α:S:lexicon ευ:L:nature υ:S:lexicon ο:S:nature οι:L:nature ο:S:nature ε:S:nature ε:L:position ω:L:line_final,καὶ τότε Θερμώδοντος ἀπ’ εὐρυπόροιο ῥεέθρων
Fall of Troy,1,19,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.5,1,2,correption,η:L:nature υ:S:lexicon ε:S:nature ε:L:position ε:S:nature ι:S:unknown ει:L:nature α:S:antepenult_accent ε:S:nature ω:L:nature ε:S:nature ι:S:unknown ει:L:nature ε:S:nature η:S:nature ει:L:nature ο:L:line_final,"ἤλυθε Πενθεσίλεια θεῶν ἐπιειμένη εἶδος,"
Fall of Troy,1,20,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,α:L:position ω:L:nature αι:L:nature+position ο:S:nature ο:S:nature ε:L:position ο:S:nature ε:S:nature ε:L:position ο:S:nature ε:S:nature η:L:nature ο:S:nature ε:S:nature οι:L:nature ο:L:line_final,ἄμφω καὶ στονόεντος ἐελδομένη πολέμοιο
Fall of Troy,1,21,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,2,correption,αι:L:nature ε:S:nature α:S:unknown ευ:L:nature α:S:unknown ε:S:nature η:L:nature+position υ:S:lexicon ε:S:nature η:L:nature+position αι:S:nature α:S:lexicon ει:L:nature ε:S:nature α:S:lexicon η:L:nature η:L:line_final,"καὶ μέγ’ ἀλευαμένη στυγερὴν καὶ ἀεικέα φήμην,"
Fall of Troy,1,22,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,η:L:nature ι:S:lexicon ε:S:nature ο:L:position α:S:lexicon α:S:lexicon η:L:nature ο:S:nature ε:S:nature ε:L:position ει:L:nature η:L:nature ι:S:antepenult_accent α:S:unknown ε:L:position η:L:line_final,μή τις ἑὸν κατὰ δῆμον ἐλεγχείῃσι χαλέψῃ
Fall of Troy,1,23,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,2,,α:L:position ι:S:lexicon α:S:unknown ι:L:position η:L:nature η:L:nature η:L:nature ει:L:nature ε:S:nature α:S:lexicon ε:L:position ο:S:nature α:S:unknown ε:L:position ε:L:line_final,"ἀμφὶ κασιγνήτης, ἧς εἵνεκα πένθος ἄεξεν,"
Fall of Troy,1,24,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,2,lexicon_overridden,ι:L:position ο:S:nature υ:S:unknown η:L:nature+position η:L:nature+position α:L:lexicon α:S:lexicon α:S:lexicon ε:L:position α:S:lexicon ε:S:nature ου:L:nature ι:S:lexicon α:S:unknown αι:L:nature ω:L:line_final,"Ἱππολύτης· τὴν γάρ ῥα κατέκτανε δουρὶ κραταιῷ,"
Fall of Troy,1,25,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,ου:L:nature ε:L:position η:L:nature ι:S:lexicon ε:S:nature ου:L:nature α:S:properispomenon ι:S:unknown υ:L:position ο:S:nature ε:S:nature η:L:nature ε:S:nature α:S:unknown οι:L:nature ο:L:line_final,"οὐ μὲν δή τι ἑκοῦσα, τιτυσκομένη δ’ ἐλάθοιο·"
Fall of Troy,1,26,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ου:L:nature ε:S:nature α:S:lexicon α:L:lexicon οι:L:nature η:L:nature ε:S:nature ι:S:lexicon υ:L:lexicon ε:S:nature ο:S:nature ι:L:lexicon ε:S:nature ο:S:nature αι:L:nature α:L:lexicon,τοὔνεκ’ ἄρα Τροίης ἐρικυδέος ἵκετο γαῖαν.
Fall of Troy,1,27,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,2,,ο:L:position ε:S:nature ι:S:lexicon οι:L:nature ο:S:nature ε:S:nature υ:L:lexicon ο:S:nature α:S:unknown η:L:nature ι:S:unknown ο:S:nature ο:L:position αι:L:nature ε:L:position ε:L:line_final,"πρὸς δ’ ἔτι οἱ τόδε θυμὸς ἀρήιος ὁρμαίνεσκεν,"
Fall of Troy,1,28,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,ο:L:position α:S:lexicon α:S:unknown η:L:nature α:S:unknown ε:S:nature η:L:nature ε:S:nature ι:S:lexicon υ:L:lexicon α:S:lexicon α:S:lexicon υ:L:position α:S:lexicon ο:S:nature οι:L:nature ο:L:line_final,ὄφρα καθηραμένη περὶ λύματα λυγρὰ φόνοιο
Fall of Troy,1,29,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,4,,ε:L:position α:S:unknown ε:S:nature α:L:position υ:S:lexicon ε:S:nature ε:L:position ι:S:lexicon ε:S:nature ι:L:position υ:S:unknown α:S:unknown ι:L:unknown α:L:position η:L:nature αι:L:line_final,"σμερδαλέας θυέεσσιν Ἐριννύας ἱλάσσηται,"
Fall of Troy,1,30,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,1,correption,αι:L:nature οι:S:nature α:S:unknown ε:L:position ει:L:nature η:L:nature+position ε:S:nature ο:S:nature ω:L:nature ε:S:nature αι:S:nature αυ:L:nature ι:S:lexicon ε:S:nature ο:L:position ο:L:line_final,αἵ οἱ ἀδελφειῆς κεχολωμέναι αὐτίχ’ ἕποντο
Fall of Troy,1,31,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,1,,α:L:position α:L:position οι:L:nature ει:L:nature αι:L:nature α:S:lexicon α:S:lexicon ει:L:nature ε:S:nature ι:S:lexicon ο:L:position ι:S:lexicon α:S:unknown ι:L:position ω:L:line_final,ἄφραστοι· κεῖναι γὰρ ἀεὶ περὶ ποσσὶν ἀλιτρῶν
Fall of Troy,1,32,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,ω:L:nature ω:L:nature+position ου:L:nature ε:S:nature ι:S:lexicon ε:L:position ι:S:lexicon ε:S:nature α:L:lexicon α:S:unknown ι:S:unknown ο:L:position υ:S:lexicon α:S:lexicon υ:L:paroxytone_short_ultima αι:L:line_final,"στρωφῶντ’, οὐδέ τιν’ ἐστὶ θεὰς ἀλιτόνθ’ ὑπαλύξαι."
Fall of Troy,1,33,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,2.5,1,1,correption,υ:L:lexicon ε:S:nature οι:S:nature α:L:paroxytone_short_ultima αι:S:nature ε:S:nature ο:L:position ο:S:nature υ:S:lexicon ω:L:nature ε:S:nature α:S:lexicon α:L:lexicon αι:S:nature α:S:unknown αυ:L:nature αι:L:line_final,"σὺν δέ οἱ ἄλλαι ἕποντο δυώδεκα πᾶσαι ἀγαυαί,"
Fall of Troy,1,34,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,2.0,1,0,correption,α:L:lexicon αι:S:nature ε:S:nature ε:L:position ο:S:nature ε:S:nature αι:L:nature ο:S:nature ε:S:nature ο:L:position αι:S:nature α:S:lexicon ει:L:nature ε:S:nature α:S:lexicon α:L:position η:L:line_final,"πᾶσαι ἐελδόμεναι πόλεμον καὶ ἀεικέα χάρμην,"
Fall of Troy,1,35,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,1,,αι:L:nature οι:L:nature+position ω:L:nature ι:S:paroxytone_short_ultima ε:S:nature ε:L:position ο:S:nature α:S:unknown α:L:position ει:L:nature αι:L:nature ε:S:nature ε:S:nature ου:L:nature αι:L:line_final,αἵ οἱ δμωίδες ἔσκον ἀγακλειταί περ ἐοῦσαι·
Fall of Troy,1,36,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,α:L:position α:S:lexicon α:S:lexicon α:L:unknown α:L:unknown ω:L:nature+position ε:S:nature υ:S:lexicon ει:L:nature ε:S:nature ε:S:nature ε:L:position ε:S:nature ι:S:unknown ει:L:nature α:L:antepenult_accent,ἀλλ’ ἄρα πασάων μέγ’ ὑπείρεχε Πενθεσίλεια·
Fall of Troy,1,37,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ω:L:nature+position ο:S:nature α:S:lexicon ου:L:nature α:S:lexicon ο:S:nature ευ:L:nature υ:S:lexicon ε:S:nature α:L:position α:S:lexicon ι:S:lexicon ι:L:lexicon α:S:lexicon ε:S:nature η:L:nature η:L:line_final,ὡς δ’ ὅτ’ ἀν’ οὐρανὸν εὐρὺν ἐν ἀστράσι δῖα σελήνη
Fall of Troy,1,38,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,1.5,1,1,correption,ε:L:position ε:S:nature ει:S:nature ε:L:position α:L:lexicon ε:L:position ι:S:lexicon α:S:lexicon ι:L:position η:L:nature η:L:nature ε:S:nature α:S:unknown υι:L:nature α:L:properispomenon,ἐκπρέπει ἐν πάντεσσιν ἀριζήλη γεγαυῖα
Fall of Troy,1,39,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,2,metrical_lengthening,αι:L:nature ε:S:nature ο:S:nature α:L:position ι:S:unknown α:S:unknown ε:L:position ο:S:nature υ:S:lexicon ο:L:nature ε:S:nature ε:S:nature ω:L:nature ε:S:nature ι:S:lexicon ου:L:nature ω:L:line_final,"αἰθέρος ἀμφιραγέντος ὑπὸ νεφέων ἐριδούπων,"
Fall of Troy,1,40,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ευ:L:nature α:S:lexicon ε:S:nature ω:L:nature ευ:L:nature η:L:nature ι:S:lexicon ε:S:nature ο:L:position ε:S:nature α:S:lexicon α:L:paroxytone_short_ultima ο:S:nature α:S:lexicon ε:L:position ω:L:line_final,εὖτ’ ἀνέμων εὕδῃσι μένος μέγα λάβρον ἀέντων·
Fall of Troy,1,41,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,2,,ω:L:nature η:L:nature ε:L:position α:L:unknown η:L:nature ι:S:antepenult_accent ε:S:nature ε:L:position ε:S:nature ε:S:nature ε:L:position υ:S:unknown ε:S:nature η:L:nature ι:L:antepenult_accent,ὣς ἥ γ’ ἐν πάσῃσι μετέπρεπεν ἐσσυμένῃσιν.
Fall of Troy,1,42,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,ε:L:position α:S:lexicon ε:S:nature η:L:nature+position ο:S:nature ι:S:unknown η:L:nature ο:S:nature ε:S:nature ου:L:nature α:S:unknown ε:S:nature η:L:nature ι:S:unknown ο:S:nature η:L:nature ε:L:line_final,ἔνθ’ ἄρ’ ἔην Κλονίη Πολεμοῦσά τε Δηρινόη τε
Fall of Troy,1,43,True,LLLSSLLLLLSSLL,LLLSSLLLLLSSLL,1.5,1,0,correption;lexicon_overridden,ευ:L:nature α:L:position η:L:nature ε:S:nature αι:S:nature α:L:position α:L:position η:L:nature αι:L:nature ι:L:lexicon α:S:lexicon ε:S:nature ου:L:nature α:L:antepenult_accent,Εὐάνδρη τε καὶ Ἀντάνδρη καὶ δῖα Βρέμουσα
Fall of Troy,1,44,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,2,correption,η:L:nature ε:S:nature αι:S:nature ι:L:position ο:S:nature ο:S:nature η:L:nature ε:S:nature α:S:lexicon α:L:position ο:S:nature ο:S:nature η:L:nature υ:S:unknown α:S:unknown ω:L:nature ι:L:properispomenon,"ἠδὲ καὶ Ἱπποθόη, μετὰ δ’ Ἁρμοθόη κυανῶπις"
Fall of Troy,1,45,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,1.5,1,4,cluster_short;correption,α:L:position ι:S:unknown ι:S:unknown η:L:nature ε:S:nature αι:S:nature α:L:position ι:S:position ο:S:nature η:L:nature αι:L:nature η:L:nature ι:S:unknown α:S:unknown ει:L:nature α:L:antepenult_accent,"Ἀλκιβίη τε καὶ Ἀντιβρότη καὶ Δηριμάχεια,"
Fall of Troy,1,46,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,η:L:nature ε:S:nature ι:S:lexicon ε:L:position ω:L:nature ω:L:nature α:S:antepenult_accent ε:S:nature ε:L:position ε:S:nature ι:S:lexicon υ:L:unknown ι:S:unknown ο:S:nature ω:L:nature α:L:antepenult_accent,τῇ δ’ ἔπι Θερμώδωσα μέγ’ ἔγχεϊ κυδιόωσα·
Fall of Troy,1,47,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,2,correption,ο:L:position αι:S:nature α:S:lexicon α:L:position ι:S:unknown ε:S:nature ο:L:position ο:S:nature α:S:lexicon ι:L:position ο:S:nature ι:S:lexicon ε:L:position ε:S:nature ι:S:unknown ει:L:nature η:L:line_final,τόσσαι ἄρ’ ἀμφιέποντο δαΐφρονι Πενθεσιλείῃ·
Fall of Troy,1,48,True,LLLSSLSSLSSLLLL,LLLSSLSSLSSLLLL,4.0,1,1,correption;metrical_lengthening,οι:L:nature η:L:nature α:L:lexicon α:S:lexicon α:S:lexicon οι:L:nature ο:S:nature α:S:unknown ε:L:position ε:S:nature αι:S:nature ου:L:nature υ:L:position ο:L:nature ο:L:line_final,οἵη δ’ ἀκαμάτοιο κατέρχεται Οὐλύμποτο
Fall of Troy,1,49,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,η:L:nature ω:L:nature+position α:L:position α:S:unknown ε:S:nature οι:L:nature ι:S:antepenult_accent α:S:unknown α:L:position ο:S:nature ε:S:nature η:L:nature+position ε:S:nature α:S:lexicon ι:L:paroxytone_short_ultima οι:L:line_final,Ἠὼς μαρμαρέοισιν ἀγαλλομένη φρένας ἵπποις
Fall of Troy,1,50,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,3,,ω:L:nature α:L:unknown ω:L:nature+position ε:S:nature ε:S:nature υ:L:position ο:S:nature α:S:unknown ω:L:nature+position ε:S:nature α:S:lexicon ε:L:position ι:S:lexicon ι:S:lexicon α:L:unknown η:L:line_final,"Ὡράων μετ’ ἐϋπλοκάμων, μετὰ δέ σφισι πάσῃς"
Fall of Troy,1,51,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.5,1,1,correption,ε:L:position ε:S:nature ει:S:nature α:L:position α:S:lexicon ο:S:nature ει:L:nature ο:S:nature α:S:unknown ω:L:nature η:L:nature οι:L:nature+position ε:S:nature ε:S:nature ου:L:nature η:L:line_final,ἐκπρέπει ἀγλαὸν εἶδος ἀμωμήτοις περ ἐούσῃς·
Fall of Troy,1,52,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.0,1,2,lexicon_overridden,οι:L:nature η:L:nature ε:L:position ε:S:nature ι:S:unknown ει:L:nature α:S:antepenult_accent ο:S:nature ε:L:position ο:S:nature ι:S:lexicon ω:L:nature ι:S:unknown ο:S:nature α:L:paroxytone_short_ultima υ:L:lexicon,τοίη Πενθεσίλεια μόλεν ποτὶ Τρώιον ἄστυ
Fall of Troy,1,53,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,2,cluster_short,ε:L:position ο:S:nature ο:S:nature ε:L:position α:L:lexicon η:L:nature ι:S:lexicon α:S:unknown α:L:position ο:S:nature ι:S:unknown α:L:position ι:S:lexicon ε:S:position ω:L:nature ε:L:line_final,ἔξοχος ἐν πάσῃσιν Ἀμαζόσιν· ἀμφὶ δὲ Τρῶες
Fall of Troy,1,54,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,α:L:position ο:S:nature ε:S:nature ε:L:position υ:S:unknown ε:S:nature οι:L:nature ε:S:nature ε:S:nature α:L:position ε:S:nature ο:S:nature ευ:L:nature ε:S:nature ι:S:unknown ο:L:position ο:L:line_final,"πάντοθεν ἐσσύμενοι μέγ’ ἐθάμβεον, εὖτ’ ἐσίδοντο"
Fall of Troy,1,55,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,3.0,1,2,lexicon_overridden;metrical_lengthening,α:L:lexicon ε:L:nature α:L:lexicon α:S:lexicon α:S:lexicon οι:L:nature ο:S:nature α:S:unknown υ:L:position η:L:nature ι:L:unknown α:S:antepenult_accent υ:S:lexicon α:L:lexicon α:L:lexicon,Ἄρες ἀκαμάτοιο βαθυκνήμιδα θύγατρα
Fall of Troy,1,56,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.5,1,0,correption;lexicon_overridden,ει:L:nature ο:S:nature ε:S:nature η:L:nature+position α:S:lexicon α:S:lexicon ε:L:position ι:S:lexicon ε:S:nature ει:L:nature α:S:lexicon οι:S:nature α:L:position ι:S:lexicon ο:S:nature ω:L:nature ω:L:line_final,"εἰδομένην μακάρεσσιν, ἐπεί ῥά οἱ ἀμφὶ προσώπῳ"
Fall of Troy,1,57,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.5,1,0,correption,α:L:position ω:L:nature+position ε:L:position α:S:lexicon ε:S:nature ο:L:position ε:S:nature αι:S:nature α:L:position α:S:lexicon ο:S:nature ει:L:nature ο:S:nature ο:S:nature ω:L:nature ει:L:line_final,"ἄμφω σμερδαλέον τε καὶ ἀγλαὸν εἶδος ὀρώρει,"
Fall of Troy,1,57a,True,,,99.0,0,0,unmetrical,,
Fall of Troy,1,58,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,ει:L:nature ι:S:unknown ο:S:nature ω:L:nature ε:S:nature α:S:unknown ει:L:nature ο:S:nature υ:S:lexicon ο:L:position υ:S:lexicon ι:S:lexicon ι:L:unknown ε:S:nature ο:S:nature ε:L:position ε:L:line_final,"μειδιόωσ’ ἐρατεινόν, ὑπ’ ὀφρύσι δ’ ἱμερόεντες"
Fall of Troy,1,59,True,LLLLLSSLSSLLLL,LLLLLSSLSSLLLL,1.5,1,0,,ο:L:position α:L:position οι:L:nature α:L:position αι:L:nature ο:S:nature α:S:lexicon ι:L:position ι:S:lexicon ο:S:nature α:L:position ι:L:lexicon ε:L:position ι:L:lexicon,"ὀφθαλμοὶ μάρμαιρον ἀλίγκιον ἀκτίνεσσιν,"
Fall of Troy,1,60,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,3,,αι:L:nature ω:L:nature+position α:L:position ε:S:nature υ:S:unknown η:L:nature ε:S:nature α:S:unknown η:L:nature ι:S:unknown α:S:antepenult_accent ω:L:nature+position ε:S:nature υ:S:lexicon ε:L:position ε:L:line_final,"αἰδὼς δ’ ἀμφερύθηνε παρήια, τῶν δ’ ἐφύπερθε"
Fall of Troy,1,61,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,2,correption,ε:L:position ε:S:nature ι:S:lexicon η:L:nature ε:S:nature ε:S:nature ει:L:nature ο:S:nature α:S:lexicon ι:L:lexicon α:S:unknown α:S:unknown ει:L:nature ε:S:nature η:S:nature α:L:position η:L:line_final,θεσπεσίη ἐπέκειτο χάρις καταειμένη ἀλκήν.
Fall of Troy,1,62,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.5,1,1,correption,α:L:lexicon οι:L:nature α:L:position ε:S:nature α:S:unknown υ:L:position ο:S:nature αι:S:nature α:L:lexicon υ:S:lexicon ε:S:nature οι:L:nature ο:S:nature α:S:lexicon οι:L:nature ε:L:line_final,λαοὶ δ’ ἀμφεγάνυντο καὶ ἀχνύμενοι τὸ πάροιθεν·
