work,book,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
The Taking of Ilios,1,11,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,α:L:position ο:S:nature ι:S:lexicon η:L:nature η:L:nature+position ει:L:nature α:S:properispomenon ε:S:nature ε:L:position α:S:unknown ε:S:nature ω:L:nature+position ε:S:nature α:S:lexicon ω:L:nature ω:L:line_final,"ἁρμονίη ῥηχθεῖσα φερεσσακέων τελαμώνων,"
The Taking of Ilios,1,12,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,α:L:position ι:S:lexicon ε:S:nature ου:L:nature α:S:unknown ε:S:nature ο:L:position ο:S:nature ε:S:nature ει:L:nature ε:S:nature ι:S:lexicon ου:L:nature ο:S:nature α:S:lexicon ο:L:position ω:L:line_final,"ἀσπίδες οὐκ ἀνέχοντο μένειν ἔτι δοῦπον ἀκόντων,"
The Taking of Ilios,1,13,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,υ:L:unknown ε:S:nature ο:S:nature α:L:position υ:S:lexicon α:S:lexicon ο:L:position α:S:lexicon α:S:unknown ε:L:position ε:S:nature ο:S:nature ω:L:nature ε:S:nature ε:S:nature ι:L:lexicon οι:L:line_final,"λύετο καμπύλα τόξα, κατέρρεον ὠκέες ἰοί."
The Taking of Ilios,1,14,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,1,,ι:L:paroxytone_short_ultima οι:L:nature οι:L:nature ε:S:nature α:S:lexicon ευ:L:nature ε:S:nature α:S:unknown ε:L:position η:L:nature η:L:nature ε:S:nature ι:S:lexicon α:L:position η:L:line_final,ἵπποι δ’ οἱ μὲν ἄνευθεν ἀεργηλῆς ἐπὶ φάτνης
The Taking of Ilios,1,15,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,οι:L:nature+position α:S:unknown α:S:lexicon ω:L:nature υ:L:unknown ο:L:position ε:S:nature ο:S:nature ο:L:position υ:S:unknown α:S:antepenult_accent ε:L:position ε:S:nature ο:S:nature ι:L:position ου:L:line_final,"οἰκτρὰ κάτω μύοντες ὁμόζυγας ἔστενον ἵππους,"
The Taking of Ilios,1,16,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,οι:L:nature αυ:L:nature ου:L:nature+position ο:S:nature ε:S:nature ο:L:position ε:S:nature ο:S:nature ω:L:nature ο:S:nature α:S:unknown η:L:nature ι:S:unknown ο:S:nature η:L:nature α:L:properispomenon,οἱ δ’ αὐτοὺς ποθέοντες ὀλωλότας ἡνιοχῆας.
The Taking of Ilios,1,17,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ει:L:nature ο:S:nature ε:S:nature η:L:nature ει:L:nature η:L:nature+position ε:S:nature ε:S:nature ω:L:nature α:S:lexicon α:S:lexicon ε:L:position ο:S:nature ε:S:nature αι:L:nature ο:L:line_final,"κεῖτο δὲ Πηλείδης μὲν ἔχων ἅμα νεκρὸν ἑταῖρον,"
The Taking of Ilios,1,18,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,α:L:position ι:S:lexicon ο:S:nature ω:L:nature ε:S:nature ι:S:lexicon αι:L:nature ι:S:lexicon ε:S:nature ω:L:nature ω:L:nature υ:L:unknown ε:S:nature ο:S:nature ε:L:position ω:L:line_final,"Ἀντιλόχῳ δ’ ἐπὶ παιδὶ γέρων ὠδύρετο Νέστωρ,"
The Taking of Ilios,1,19,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,αι:L:nature α:L:lexicon αυ:L:nature ο:S:nature ο:S:nature ω:L:nature+position ι:S:unknown α:S:unknown ο:L:position ε:S:nature α:S:lexicon ε:L:position ε:S:nature ι:S:lexicon υ:L:lexicon α:L:lexicon,Αἴας δ’ αὐτοφόνῳ βριαρὸν δέμας ἕλκεϊ λύσας
The Taking of Ilios,1,20,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,α:L:position α:S:lexicon ο:S:nature ε:L:position ο:S:nature ε:S:nature ου:L:nature ε:S:nature ε:S:nature η:L:nature ο:S:nature ο:S:nature αι:L:nature α:S:lexicon ο:S:nature ο:L:position ω:L:line_final,φάσγανον ἐχθρὸν ἔλουσε μεμηνότος αἵματος ὄμβρῳ.
The Taking of Ilios,1,21,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,1.5,1,0,,ω:L:nature ι:S:lexicon ε:S:nature ω:L:nature η:L:nature η:L:nature+position ι:S:properispomenon ε:S:nature ε:L:position ο:S:nature ο:S:nature ε:L:position υ:L:position οι:L:nature ι:L:properispomenon,Τρωσὶ δὲ λωβητῆρσιν ἐφ’ Ἕκτορος ἑλκυθμοῖσι
The Taking of Ilios,1,22,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,υ:L:unknown ο:S:nature ε:S:nature οι:L:nature ου:L:nature ου:L:nature ο:S:nature ε:S:nature η:L:nature ε:S:nature ι:S:unknown η:L:nature ι:S:unknown ο:S:nature α:L:paroxytone_short_ultima ο:L:line_final,"μυρομένοις οὐ μοῦνον ἔην ἐπιδήμιον ἄλγος,"
The Taking of Ilios,1,23,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,3.0,1,1,cluster_short;correption,α:L:position α:S:lexicon αι:S:nature α:L:position ο:S:position ο:S:nature οι:L:nature ε:S:nature ι:S:lexicon ε:L:position ε:S:nature ι:S:antepenult_accent ω:L:nature υ:L:unknown ο:L:position ε:L:line_final,ἀλλὰ καὶ ἀλλοθρόοις ἐπὶ πένθεσι κωκύοντες
The Taking of Ilios,1,24,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,α:L:position υ:S:lexicon ι:S:lexicon η:L:nature ει:L:nature ο:L:position ο:S:nature ο:S:nature υ:L:position ω:L:nature+position ω:L:nature ε:S:nature ι:S:lexicon ου:L:nature ω:L:line_final,δάκρυσιν ἠμείβοντο πολυγλώσσων ἐπικούρων.
The Taking of Ilios,1,25,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.0,1,0,,αι:L:nature ο:L:position ε:L:position υ:S:lexicon ι:S:lexicon οι:L:nature α:L:position η:L:nature ο:S:nature α:S:lexicon ο:L:position ο:S:nature ε:S:nature η:L:nature η:L:line_final,"κλαῖον μὲν Λύκιοι Σαρπηδόνα, τόν ποτε μήτηρ"
The Taking of Ilios,1,26,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,ε:L:position οι:L:nature η:L:nature+position ε:S:nature ε:S:nature ε:L:position ε:S:nature α:S:unknown α:L:position ο:S:nature ε:S:nature η:L:nature ι:S:lexicon ο:S:nature ευ:L:nature η:L:line_final,"ἐς Τροίην μὲν ἔπεμψεν ἀγαλλομένη Διὸς εὐνῇ,"
The Taking of Ilios,1,27,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ου:L:nature ι:S:lexicon ε:S:nature α:L:position ο:L:position οι:L:nature ο:S:nature ε:S:nature οι:L:nature ι:S:lexicon α:S:lexicon α:L:lexicon ο:S:nature ε:S:nature ο:L:position α:L:lexicon,δουρὶ δὲ Πατρόκλοιο Μενοιτιάδαο πεσόντα
The Taking of Ilios,1,28,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,3,,αι:L:nature α:S:lexicon ι:S:lexicon α:L:position υ:L:lexicon α:L:lexicon ε:S:nature υ:S:unknown η:L:nature α:L:position ω:L:nature ι:S:unknown ο:S:nature α:L:unknown η:L:line_final,αἵματι δακρύσας ἐχύθη πατρώιος ἀήρ.
The Taking of Ilios,1,29,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,αι:L:nature ο:S:nature ι:S:lexicon η:L:nature υ:S:lexicon ο:S:nature υ:L:paroxytone_short_ultima α:S:lexicon α:S:lexicon ω:L:nature ε:S:nature ε:S:nature η:L:nature ε:S:nature ο:S:nature υ:L:position ω:L:line_final,καὶ δολίην ὑπὸ νύκτα κακῷ πεπεδημένον ὕπνῳ
The Taking of Ilios,1,30,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,2,,η:L:nature ο:L:position ε:L:position η:L:nature ι:L:unknown ε:S:nature ε:S:nature ω:L:nature υ:S:unknown ο:S:nature η:L:nature ε:S:nature ι:S:lexicon ο:L:position ω:L:line_final,Ῥῆσον μὲν Θρήικες ἐκώκυον· ἡ δ’ ἐπὶ πότμῳ
The Taking of Ilios,1,31,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,4,,ε:L:position ο:S:nature ο:S:nature ου:L:nature α:S:unknown ι:S:unknown η:L:nature+position ε:S:nature ε:S:nature η:L:nature α:S:unknown ε:S:nature η:L:nature α:S:unknown ο:S:nature η:L:nature η:L:line_final,Μέμνονος οὐρανίην νεφέλην ἀνεδήσατο μήτηρ
The Taking of Ilios,1,32,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,ε:L:position ο:S:nature υ:S:unknown ο:L:position ε:L:position α:L:unknown α:S:antepenult_accent α:S:unknown η:L:nature ε:S:nature ο:S:nature η:L:nature α:S:lexicon ο:S:nature η:L:nature ω:L:line_final,φέγγος ὑποκλέψασα κατηφέος ἤματος Ἠώς.
The Taking of Ilios,1,33,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,αι:L:nature α:S:lexicon ο:S:nature ε:L:position ω:L:nature ο:L:position ο:S:nature α:S:unknown η:L:nature ι:S:unknown ι:S:unknown οι:L:nature ο:S:nature υ:S:lexicon αι:L:nature ε:L:line_final,αἱ δ’ ἀπὸ Θερμώδοντος ἀρηιφίλοιο γυναῖκες
The Taking of Ilios,1,34,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,ο:L:position ο:S:nature ε:S:nature αι:L:nature ε:S:nature ι:S:unknown υ:L:position ο:S:nature α:S:unknown η:L:nature ε:S:nature ο:S:nature ο:L:position α:S:unknown α:S:antepenult_accent α:L:position ου:L:line_final,κοπτόμεναι περίκυκλον ἀθηλέος ὄμφακα μαζοῦ
The Taking of Ilios,1,35,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,α:L:position ε:S:nature ο:S:nature ω:L:nature υ:L:lexicon ο:L:position ο:S:nature α:S:lexicon ι:L:position ο:S:nature α:S:lexicon ε:L:position ε:S:nature ι:S:unknown ει:L:nature α:L:antepenult_accent,"παρθένον ὠδύροντο δαΐφρονα Πενθεσίλειαν,"
The Taking of Ilios,1,36,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,η:L:nature ε:S:nature ο:S:nature υ:L:position ει:L:nature οι:L:nature ο:S:nature ο:S:nature ο:L:position ο:S:nature ε:S:nature οι:L:nature ο:S:nature ο:S:nature ου:L:nature α:L:lexicon,ἥτε πολυξείνοιο χορὸν πολέμοιο μολοῦσα
The Taking of Ilios,1,37,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,η:L:nature ει:L:nature η:L:nature υ:S:lexicon ο:S:nature ει:L:nature ο:S:nature α:S:lexicon ε:L:position ε:S:nature α:S:lexicon ε:L:position ε:S:nature ο:S:nature α:L:lexicon ω:L:line_final,θηλείης ὑπὸ χειρὸς ἀπεσκέδασεν νέφος ἀνδρῶν
The Taking of Ilios,1,38,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,η:L:nature α:S:lexicon ε:S:nature α:L:position ι:S:unknown α:S:unknown ου:L:nature+position ε:S:nature ι:S:unknown η:L:nature ε:S:nature ε:S:nature ου:L:nature ο:S:nature υ:S:lexicon ο:L:position α:L:lexicon,νῆας ἐς ἀγχιάλους· μελίῃ δέ ἑ μοῦνος ὑποστὰς
The Taking of Ilios,1,39,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,1,correption,αι:L:nature+position α:S:lexicon ε:S:nature αι:L:nature υ:L:unknown η:L:nature ε:S:nature αι:S:nature ε:L:position ε:S:nature ε:S:nature ι:L:position ε:S:nature α:S:lexicon ι:L:lexicon ευ:L:line_final,καὶ κτάνε καὶ σύλησε καὶ ἐκτερέιξεν Ἀχιλλεύς.
The Taking of Ilios,1,40,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,ει:L:nature+position η:L:nature ει:L:nature ε:S:nature ι:S:lexicon α:L:lexicon α:S:lexicon ε:S:nature ο:L:position η:L:nature ω:L:nature υ:S:lexicon ο:S:nature υ:L:position ω:L:line_final,εἱστήκει δ’ ἔτι πᾶσα θεοδμήτων ὑπὸ πύργων
The Taking of Ilios,1,41,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,ι:L:lexicon ι:S:lexicon ο:S:nature α:L:position ι:S:unknown ε:S:nature ε:L:position ι:S:antepenult_accent ε:S:nature ε:L:position ε:S:nature α:S:unknown υι:L:nature α:S:properispomenon ε:S:nature ε:L:position οι:L:line_final,"Ἴλιος ἀκλινέεσσιν ἐπεμβεβαυῖα θεμέθλοις,"
The Taking of Ilios,1,42,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,α:L:position ο:S:nature ι:S:unknown η:L:nature η:L:nature+position α:L:position ε:S:nature υ:S:unknown α:L:position ε:S:nature ι:S:unknown α:L:lexicon ο:S:nature α:S:lexicon αι:L:nature ω:L:line_final,ἀμβολίῃ δ’ ἤσχαλλε δυσαχθέι λαὸς Ἀχαιῶν.
The Taking of Ilios,1,43,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,3,,αι:L:nature υ:S:lexicon ε:S:nature υ:L:position α:S:unknown ι:S:unknown οι:L:nature ι:S:antepenult_accent ε:S:nature ο:L:position η:L:nature α:L:unknown α:S:antepenult_accent ο:S:nature οι:L:nature ι:L:antepenult_accent,καί νύ κεν ὑστατίοισιν ἐποκνήσασα πόνοισιν
The Taking of Ilios,1,44,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,4,,α:L:unknown α:S:unknown α:S:unknown ο:L:position ε:S:nature ε:S:nature ου:L:nature α:S:lexicon α:S:unknown η:L:nature ι:L:position ω:L:nature ε:S:nature α:S:lexicon η:L:nature η:L:line_final,"ἀκάματός περ ἐοῦσα μάτην ἵδρωσεν Ἀθήνη,"
The Taking of Ilios,1,45,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,3,,ει:L:nature η:L:nature η:L:nature ι:S:unknown ο:S:nature οι:L:nature ο:S:nature α:S:unknown ο:L:position ο:S:nature ο:S:nature υ:L:paroxytone_short_ultima ι:S:lexicon ε:S:nature α:L:unknown α:L:line_final,εἰ μὴ Δηιφόβοιο γαμοκλόπον ὕβριν ἐάσας
The Taking of Ilios,1,46,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ι:L:lexicon ι:S:lexicon ο:S:nature ε:L:position α:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon ε:S:nature ι:L:lexicon ε:S:nature ο:S:nature η:L:nature υ:S:lexicon ε:S:nature α:L:paroxytone_short_ultima ι:L:lexicon,"Ἰλιόθεν Δαναοῖσιν ἐπὶ ξένος ἤλυθε μάντις,"
The Taking of Ilios,1,47,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,οι:L:nature α:S:lexicon ε:S:nature ου:L:nature ο:S:nature ε:S:nature ο:L:position ι:S:antepenult_accent α:S:lexicon ι:L:lexicon ο:S:nature ε:S:nature ο:L:position ε:S:nature ε:S:nature α:L:lexicon ω:L:line_final,οἷα δέ που μογέοντι χαριζόμενος Μενελάῳ
The Taking of Ilios,1,48,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,ο:L:position ι:S:lexicon ε:S:nature ε:L:position ο:S:nature ο:S:nature ε:L:position ο:S:nature ε:S:nature η:L:nature α:L:position ευ:L:nature α:S:unknown ο:S:nature α:L:position η:L:line_final,ὀψιτέλεστον ὄλεθρον ἑῇ μαντεύσατο πάτρῃ.
The Taking of Ilios,1,49,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,οι:L:nature ε:S:nature α:S:unknown υ:L:position η:L:nature οι:L:nature ο:S:nature ε:S:nature ο:L:position ο:S:nature ι:S:unknown η:L:nature ε:S:nature ε:S:nature οι:L:nature ο:L:line_final,οἱ δὲ βαρυζήλοιο θεοπροπίῃς Ἑλένοιο
The Taking of Ilios,1,50,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,2,,αυ:L:nature ι:S:lexicon α:S:lexicon η:L:nature ε:S:nature α:S:unknown οι:L:nature ο:S:nature ο:S:nature ου:L:nature ε:S:nature ο:S:nature η:L:nature+position υ:L:unknown α:L:position ο:L:line_final,αὐτίκα μηκεδανοῖο μόθου τέλος ἠρτύναντο.
The Taking of Ilios,1,51,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,αι:L:nature+position υ:L:lexicon ο:L:position ε:S:nature ε:S:nature αι:L:nature ε:S:nature ι:S:lexicon ω:L:nature ευ:L:nature α:L:position ε:S:nature ο:S:nature α:L:paroxytone_short_ultima υ:L:lexicon,καὶ Σκῦρον μὲν ἔβαινε λιπὼν εὐπάρθενον ἄστυ
The Taking of Ilios,1,52,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,1.5,1,2,correption,υι:L:nature ο:S:nature α:S:lexicon ι:L:lexicon η:L:nature ο:L:position αι:S:nature ε:S:nature αι:L:nature η:L:nature+position η:L:nature ι:S:unknown α:S:unknown ει:L:nature η:L:line_final,υἱὸς Ἀχιλλῆος καὶ ἐπαινῆς Δηιδαμείης·
The Taking of Ilios,1,53,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,2,,η:L:nature ω:L:nature ευ:L:nature υ:S:unknown ε:S:nature ε:L:position ι:S:antepenult_accent ι:S:unknown ου:L:nature ι:L:position ω:L:nature+position ο:S:nature α:S:lexicon οι:L:nature ι:L:lexicon,μήπω δ’ εὐφυέεσσιν ἰουλίζων κροτάφοισιν
The Taking of Ilios,1,54,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,α:L:position η:L:nature+position α:L:lexicon ο:S:nature ε:S:nature αι:L:nature ε:S:nature ε:S:nature ο:L:position ε:S:nature ε:S:nature ω:L:nature+position ο:S:nature ε:S:nature ι:L:position η:L:line_final,ἀλκὴν πατρὸς ἔφαινε νέος περ ἐὼν πολεμιστής.
The Taking of Ilios,1,55,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,η:L:nature+position ε:S:nature ε:S:nature αι:L:nature α:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon ε:S:nature ο:L:position ε:S:nature α:S:unknown α:L:position ο:S:nature α:S:unknown ου:L:nature α:L:antepenult_accent,ἦλθε δὲ καὶ Δαναοῖσιν ἑὸν βρέτας ἁγνὸν ἄγουσα
The Taking of Ilios,1,56,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,η:L:nature ι:L:position η:L:nature ε:S:nature ε:S:nature ου:L:nature α:S:lexicon ι:S:lexicon οι:L:nature+position ε:S:nature ι:S:lexicon ου:L:nature ο:S:nature α:S:lexicon η:L:nature η:L:line_final,"ληιστὴ μὲν ἐοῦσα, φίλοις δ’ ἐπίκουρος Ἀθήνη."
The Taking of Ilios,1,57,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,1,,η:L:nature η:L:nature αι:L:nature ου:L:nature η:L:nature ι:S:lexicon ε:S:nature η:L:nature υ:S:unknown ο:S:nature ε:L:position ο:S:nature ε:S:nature ει:L:nature ο:L:line_final,ἤδη καὶ βουλῇσι θεῆς ὑποεργὸς Ἐπειὸς
The Taking of Ilios,1,58,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,οι:L:nature η:L:nature ε:L:position ο:S:nature α:S:lexicon α:L:position α:S:lexicon ε:S:nature ω:L:nature ι:S:lexicon ο:S:nature ι:L:paroxytone_short_ultima ο:S:nature ε:S:nature οι:L:nature ει:L:line_final,Τροίης ἐχθρὸν ἄγαλμα πελώριον ἵππον ἐποίει.
The Taking of Ilios,1,59,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.5,1,1,correption,αι:L:nature η:L:nature ε:L:position ε:S:nature ο:S:nature ου:L:nature α:S:lexicon αι:S:nature ε:L:position ε:S:nature ι:S:lexicon ο:L:position α:S:unknown ε:S:nature αι:L:nature ε:L:line_final,καὶ δὴ τέμνετο δοῦρα καὶ ἐς πεδίον κατέβαινεν
The Taking of Ilios,1,60,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,0,,ι:L:lexicon η:L:nature ε:L:position αυ:L:nature η:L:nature ο:S:nature ο:S:nature ε:L:position αι:L:nature+position ο:L:position ε:S:nature ε:S:nature ε:L:position ο:L:line_final,"Ἴδης ἐξ αὐτῆς, ὁπόθεν καὶ πρόσθε Φέρεκλος"
The Taking of Ilios,1,61,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,1,,η:L:nature α:S:lexicon α:S:lexicon ε:L:position α:L:position ω:L:nature ε:L:position η:L:nature α:S:lexicon ο:S:nature η:L:nature α:S:unknown ο:S:nature α:L:position η:L:line_final,"νῆας Ἀλεξάνδρῳ τεκτήνατο, πήματος ἀρχήν."
The Taking of Ilios,1,62,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,2,,οι:L:nature ει:L:nature ευ:L:nature υ:S:unknown α:S:unknown η:L:nature+position ε:S:nature ε:S:nature ι:L:lexicon ευ:L:nature η:L:nature α:S:lexicon α:S:lexicon υι:L:nature α:L:lexicon,ποίει δ’ εὐρυτάτῃς μὲν ἐπὶ πλευρῇς ἀραρυῖαν
The Taking of Ilios,1,63,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,α:L:position ε:S:nature α:S:lexicon οι:L:nature η:L:nature α:L:unknown ο:S:nature ο:S:nature ο:L:position ε:S:nature ο:S:nature α:L:position ι:S:unknown ε:S:nature ι:L:position η:L:line_final,"γαστέρα κοιλήνας, ὁπόσον νεὸς ἀμφιελίσσης"
The Taking of Ilios,1,64,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,ο:L:position ο:S:nature ε:S:nature ι:L:lexicon α:L:position η:L:nature+position ε:S:nature ε:S:nature ο:L:position ο:L:position ω:L:nature α:S:unknown ο:S:nature ε:L:position ω:L:line_final,ὀρθὸν ἐπὶ στάθμην μέγεθος τορνώσατο τέκτων.
