work,book,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Idylls,1,49,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.0,1,4,,οι:L:nature η:L:nature ι:L:unknown ο:S:nature ε:S:nature α:L:unknown α:L:position ω:L:nature+position ι:S:unknown ο:S:nature α:L:unknown ε:S:nature ι:S:lexicon η:L:nature α:L:line_final,"φοιτῇ σινομένα τὰν τρώξιμον, ἁ δ’ ἐπὶ πήρᾳ"
Idylls,1,50,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,1,lexicon_overridden,α:L:lexicon α:S:lexicon ο:S:nature ο:L:position ευ:L:nature οι:L:nature α:S:antepenult_accent ο:S:nature αι:L:nature ι:S:paroxytone_short_ultima ο:S:nature ου:L:nature+position ι:S:lexicon α:S:unknown η:L:nature ει:L:line_final,πάντα δόλον κεύθοισα τὸ παιδίον οὐ πρὶν ἀνησεῖν
Idylls,1,51,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,3.0,1,3,cluster_short;lexicon_overridden,α:L:unknown ι:S:position ι:S:lexicon η:L:nature α:S:position α:S:unknown ι:L:position ο:S:nature ε:S:nature ι:L:lexicon η:L:nature οι:L:nature ι:S:properispomenon α:S:unknown ι:L:position η:L:line_final,φατὶ πρὶν ἢ ἀκράτιστον ἐπὶ ξηροῖσι καθίξῃ.
Idylls,1,52,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,3,correption,αυ:L:nature α:S:lexicon ο:S:nature α:L:position ε:S:nature ι:S:unknown οι:L:nature ι:S:antepenult_accent α:S:unknown α:L:position ε:S:nature ει:S:nature α:L:position ι:S:unknown ο:S:nature η:L:nature α:L:line_final,αὐτὰρ ὅγ’ ἀνθερίκοισι καλὰν πλέκει ἀκριδοθήραν
Idylls,1,53,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,2.0,1,0,correption,οι:L:nature ω:S:nature ε:S:nature α:L:position ο:L:position ω:L:nature+position ε:S:nature ε:S:nature αι:L:nature ε:S:nature οι:S:nature ου:L:nature ε:S:nature ι:S:lexicon η:L:nature α:L:line_final,σχοίνῳ ἐφαρμόσδων· μέλεται δέ οἱ οὔτέ τι πήρας
Idylls,1,54,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,2,lexicon_overridden,ου:L:nature ε:S:nature υ:S:lexicon ω:L:nature+position ο:L:position η:L:nature ο:S:nature ο:S:nature ο:L:position ε:S:nature ι:S:lexicon ε:L:position α:S:unknown ι:S:antepenult_accent α:L:unknown ει:L:line_final,"οὔτε φυτῶν τοσσῆνον, ὅσον περὶ πλέγματι γαθεῖ."
Idylls,1,55,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.5,1,3,correption,α:L:position α:L:nature α:L:position ι:S:lexicon ε:S:nature α:L:lexicon ε:S:nature ι:S:unknown ε:L:position α:S:unknown αι:S:nature υ:L:position ο:S:nature α:S:unknown α:L:position ο:L:line_final,παντᾷ δ’ ἀμφὶ δέπας περιπέπταται ὑγρὸς ἄκανθος·
Idylls,1,56,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,4,,αι:L:nature ο:S:nature ι:S:unknown ο:L:position ι:S:lexicon ε:S:nature α:L:unknown α:S:antepenult_accent ε:S:nature α:L:lexicon ε:S:nature υ:S:unknown υ:L:lexicon ο:S:nature α:S:unknown υ:L:paroxytone_short_ultima αι:L:line_final,"αἰολικόν τι θέαμα, τέρας κέ τυ θυμὸν ἀτύξαι."
Idylls,1,57,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,4,correption,ω:L:nature ε:S:nature ε:S:nature ω:L:nature ο:L:position ει:L:nature α:S:unknown υ:S:unknown ω:L:nature ι:S:unknown ω:S:nature αι:L:nature α:S:unknown ε:S:nature ω:L:nature α:L:antepenult_accent,τῶ μὲν ἐγὼ πορθμεῖ Καλυδωνίῳ αἶγά τ’ ἔδωκα
Idylls,1,58,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,2,,ω:L:nature ο:L:position αι:L:nature υ:S:unknown ο:S:nature ε:L:position α:S:antepenult_accent ε:S:nature α:L:lexicon ευ:L:nature οι:L:nature ο:S:nature α:S:unknown α:L:position ο:L:line_final,ὦνον καὶ τυρόεντα μέγαν λευκοῖο γάλακτος·
Idylls,1,59,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ου:L:nature ε:S:nature ι:S:lexicon ω:L:nature ο:S:nature ι:S:lexicon ει:L:nature ο:S:nature ε:S:nature ο:L:position ι:S:paroxytone_short_ultima ε:S:nature α:L:position ε:S:nature ι:S:lexicon ει:L:nature αι:L:line_final,"οὐδέ τί πω ποτὶ χεῖλος ἐμὸν θίγεν, ἀλλ’ ἔτι κεῖται"
Idylls,1,60,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,2,,α:L:position α:L:position ο:L:position ω:L:nature αι:L:nature υ:S:unknown α:S:lexicon α:L:lexicon ο:L:position ω:L:nature α:S:unknown ε:S:nature αι:L:nature α:L:line_final,"ἄχραντον. τῷ καί τυ μάλα πρόφρων ἀρεσαίμαν,"
Idylls,1,61,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,4,,αι:L:nature α:L:unknown οι:L:nature υ:S:unknown ι:S:lexicon ο:L:position ο:S:nature ε:S:nature ι:L:unknown ε:S:nature ο:S:nature υ:L:paroxytone_short_ultima ο:S:nature α:S:unknown ει:L:nature η:L:line_final,αἴκά μοι τὺ φίλος τὸν ἐφίμερον ὕμνον ἀείσῃς.
Idylls,1,62,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,5,,ου:L:nature ι:S:unknown υ:S:unknown ε:L:position ο:S:nature ε:S:nature ω:L:nature ο:S:nature α:S:unknown ω:L:nature α:S:unknown ε:S:nature α:L:position α:S:lexicon α:S:unknown οι:L:nature α:L:line_final,κοὔτί τυ κερτομέω. πόταγ’ ὦγαθέ· τὰν γὰρ ἀοιδὰν
Idylls,1,63,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.5,1,5,correption,ου:L:nature ι:S:unknown α:S:nature ει:L:nature α:S:unknown ι:S:unknown α:L:position ε:S:nature ο:S:nature ε:L:position ε:S:nature α:S:unknown ο:L:position α:S:antepenult_accent υ:S:unknown α:L:position ει:L:line_final,οὔτί πᾳ εἰς Ἀίδαν γε τὸν ἐκλελάθοντα φυλαξεῖς.
