work,book,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Hymn to Zeus,1,11,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ε:L:position ε:S:nature ο:S:nature ο:L:position α:L:position οι:L:nature ι:S:antepenult_accent ε:S:nature ι:L:position ε:S:nature ε:S:nature ε:L:position ε:S:nature ο:S:nature ω:L:nature ο:L:line_final,ἔσκεν ὄρος θάμνοισι περισκεπές· ἔνθεν ὁ χῶρος
Hymn to Zeus,1,12,True,LSSLSSLLLSSLLLL,LSSLSSLLLSSLLLL,1.5,1,1,,ι:L:unknown ε:S:nature ο:S:nature ου:L:nature ε:S:nature ι:S:lexicon ι:L:lexicon ε:L:position η:L:nature ε:S:nature ο:S:nature ει:L:nature ει:L:nature υι:L:nature η:L:line_final,"ἱερός, οὐδέ τί μιν κεχρημένον Εἰλειθυίης"
Hymn to Zeus,1,13,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,0,correption,ε:L:position ε:S:nature ο:S:nature ου:L:nature ε:S:nature υ:S:lexicon η:L:nature ε:S:nature ι:S:lexicon ι:L:position ε:S:nature αι:S:nature α:L:position α:S:lexicon ε:S:nature ει:L:nature η:L:line_final,"ἑρπετὸν οὐδὲ γυνὴ ἐπιμίσγεται, ἀλλά ἑ Ῥείης"
Hymn to Zeus,1,14,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,5,,ω:L:nature υ:S:unknown ι:S:lexicon ο:L:position α:S:lexicon ε:S:nature ου:L:nature ι:S:lexicon ε:S:nature ω:L:nature ι:S:unknown ο:S:nature α:L:unknown ι:S:unknown α:S:unknown η:L:nature ε:L:line_final,ὠγύγιον καλέουσι λεχώιον Ἀπιδανῆες.
Hymn to Zeus,1,15,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,ε:L:position α:S:lexicon ε:S:nature ει:L:nature η:L:nature η:L:nature+position ε:S:nature α:S:lexicon ω:L:nature α:S:unknown ε:S:nature η:L:nature α:S:unknown ο:S:nature ο:L:position ω:L:line_final,ἔνθα σ’ ἐπεὶ μήτηρ μεγάλων ἀπεθήκατο κόλπων
Hymn to Zeus,1,16,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,0,metrical_lengthening,αυ:L:nature ι:S:lexicon α:S:lexicon ι:L:position η:L:nature ο:L:nature ο:S:nature ο:S:nature υ:L:lexicon α:S:lexicon ο:S:nature ω:L:nature ε:S:nature ο:S:nature οι:L:nature ο:L:line_final,"αὐτίκα δίζητο ῥόον ὕδατος, ᾧ κε τόκοιο"
Hymn to Zeus,1,17,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,0,lexicon_overridden,υ:L:lexicon α:S:lexicon α:S:lexicon υ:L:position ω:L:nature αι:L:nature ο:S:nature ε:S:nature ο:L:position ε:S:nature ι:S:lexicon ω:L:nature α:S:lexicon ο:S:nature ε:L:position αι:L:line_final,"λύματα χυτλώσαιτο, τεὸν δ’ ἐνὶ χρῶτα λοέσσαι."
Hymn to Zeus,1,18,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,2,,α:L:unknown ω:L:nature α:L:position ου:L:nature ω:L:nature ε:S:nature α:S:lexicon ε:L:position ε:S:nature ε:S:nature ου:L:nature ε:S:nature υ:S:unknown α:L:position ο:L:line_final,"Λάδων ἀλλ’ οὔπω μέγας ἔρρεεν οὐδ’ Ἐρύμανθος,"
Hymn to Zeus,1,19,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,ευ:L:nature ο:S:nature α:S:unknown ο:L:position ο:S:nature α:S:lexicon ω:L:nature ε:S:nature ι:S:lexicon α:L:position ο:S:nature ο:S:nature η:L:nature ε:S:nature α:S:lexicon α:L:lexicon α:L:lexicon,"λευκότατος ποταμῶν, ἔτι δ’ ἄβροχος ἦεν ἅπασα"
Hymn to Zeus,1,20,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,2,,α:L:position α:S:unknown ι:S:unknown η:L:nature ε:L:position ε:L:position ε:S:nature α:S:lexicon ευ:L:nature υ:L:position ο:L:position α:S:lexicon ε:S:nature ε:L:position αι:L:line_final,Ἀρκαδίη· μέλλεν δὲ μάλ’ εὔυδρος καλέεσθαι
Hymn to Zeus,1,21,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,αυ:L:nature ι:S:lexicon ε:S:nature ει:L:nature η:L:nature ο:L:position ε:S:nature ε:S:nature η:L:nature ο:S:nature ε:S:nature υ:L:lexicon α:S:lexicon ο:S:nature ι:L:position η:L:line_final,"αὖτις· ἐπεὶ τημόσδε, Ῥέη ὅτ’ ἐλύσατο μίτρην,"
Hymn to Zeus,1,22,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,5,,η:L:nature ο:L:position α:L:lexicon ε:S:nature υ:S:lexicon ε:L:position ε:S:nature α:S:unknown ω:L:nature ι:S:unknown α:S:unknown υ:L:position ο:S:nature ι:S:unknown α:L:unknown ω:L:line_final,ἦ πολλὰς ἐφύπερθε σαρωνίδας ὑγρὸς Ἰάων
Hymn to Zeus,1,23,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,1.0,1,1,lexicon_overridden,η:L:nature ει:L:nature ε:L:position ο:L:position α:L:lexicon ε:S:nature ε:S:nature α:L:lexicon ω:L:nature+position η:L:nature ε:S:nature α:S:unknown α:L:position α:L:line_final,"ἤειρεν, πολλὰς δὲ Μέλας ὤκχησεν ἁμάξας,"
Hymn to Zeus,1,24,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,ο:L:position α:S:lexicon ε:S:nature α:L:position ι:L:unknown ω:L:nature ο:S:nature α:S:lexicon ω:L:nature ι:S:unknown ε:S:nature ου:L:nature ε:S:nature ε:S:nature ο:L:position ο:L:line_final,πολλὰ δὲ Καρνίωνος ἄνω διεροῦ περ ἐόντος
Hymn to Zeus,1,25,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.0,1,3,lexicon_overridden,ι:L:unknown υ:L:unknown ου:L:nature ε:S:nature α:S:lexicon ο:L:position ο:S:nature ι:S:unknown ω:L:nature ε:S:nature α:S:antepenult_accent ι:L:position ε:S:nature ο:S:nature α:L:lexicon η:L:line_final,"ἰλυοὺς ἐβάλοντο κινώπετα, νίσσετο δ’ ἀνὴρ"
Hymn to Zeus,1,26,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,ε:L:position ο:S:nature υ:S:lexicon ε:L:position α:L:circumflex ι:L:position ε:S:nature ο:S:nature υ:L:position ι:L:unknown ο:L:position ε:S:nature ε:S:nature ω:L:nature η:L:line_final,πεζὸς ὑπὲρ Κρᾶθίν τε πολύστιόν τε Μετώπην
Hymn to Zeus,1,27,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,1,lexicon_overridden,ι:L:position α:S:unknown ε:S:nature ο:L:position ο:S:nature ε:S:nature ο:L:position ο:S:nature υ:S:lexicon ω:L:nature υ:S:lexicon ο:S:nature ο:L:position ι:S:lexicon ε:S:nature ει:L:nature ο:L:line_final,διψαλέος· τὸ δὲ πολλὸν ὕδωρ ὑπὸ ποσσὶν ἔκειτο.
Hymn to Zeus,1,28,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,αι:L:nature υ:S:lexicon α:S:unknown η:L:nature α:S:unknown ι:S:unknown η:L:nature+position ο:S:nature ε:S:nature η:L:nature α:S:lexicon ο:S:nature ο:L:position ι:S:lexicon α:S:lexicon ει:L:nature η:L:line_final,καί ῥ’ ὑπ’ ἀμηχανίης σχομένη φάτο πότνια Ῥείη·
Hymn to Zeus,1,29,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,0,,αι:L:nature α:S:lexicon ι:S:lexicon η:L:nature ε:S:nature ε:S:nature αι:L:nature υ:S:lexicon ε:S:nature αι:L:nature ω:L:nature ι:L:circumflex ε:S:nature ε:S:nature α:L:position αι:L:line_final,"Γαῖα φίλη, τέκε καὶ σύ· τεαὶ δ’ ὠδῖνες ἐλαφραί."
Hymn to Zeus,1,30,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,4,correption,ει:L:nature ε:S:nature αι:S:nature α:L:position α:S:unknown υ:S:unknown α:L:unknown α:S:antepenult_accent ε:S:nature η:L:nature ε:S:nature α:S:lexicon υ:L:position ο:S:nature ι:S:unknown η:L:nature υ:L:lexicon,εἶπε καὶ ἀντανύσασα θεὴ μέγαν ὑψόθι πῆχυν
Hymn to Zeus,1,31,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,η:L:nature+position ε:S:nature ο:S:nature ο:L:position η:L:nature+position ω:L:nature ο:S:nature ε:S:nature οι:L:nature ι:S:lexicon α:S:lexicon ου:L:nature υ:S:unknown ι:S:unknown ε:L:position η:L:line_final,"πλῆξεν ὄρος σκήπτρῳ· τὸ δέ οἱ δίχα πουλὺ διέστη,"
Hymn to Zeus,1,32,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,2,,ε:L:position ε:S:nature ε:S:nature ε:L:position ε:S:nature α:S:lexicon ευ:L:nature α:S:lexicon ο:S:nature ι:L:position ο:S:nature α:S:lexicon αι:L:nature+position υ:L:unknown α:L:unknown α:L:antepenult_accent,"ἐκ δ’ ἔχεεν μέγα χεῦμα· τόθι χρόα φαιδρύνασα,"
Hymn to Zeus,1,33,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ω:L:nature α:S:properispomenon ε:S:nature ο:L:position ει:L:nature ω:L:nature ε:S:nature ε:S:nature η:L:nature ε:S:nature ε:S:nature ω:L:nature ε:S:nature ο:S:nature ι:L:position ει:L:line_final,"ὦνα, τεὸν σπείρωσε, Νέδῃ δέ σε δῶκε κομίζειν"
Hymn to Zeus,1,34,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,1.5,1,2,,ευ:L:nature+position ο:S:nature ε:S:nature ω:L:nature+position η:L:nature αι:L:nature ο:S:nature ι:S:lexicon α:L:lexicon υ:S:unknown α:S:unknown αι:L:nature ευ:L:nature οι:L:nature ο:L:line_final,"κευθμὸν ἔσω Κρηταῖον, ἵνα κρύφα παιδεύοιο,"
Hymn to Zeus,1,35,True,LSSLLLLLSSLLLL,LSSLLLLLSSLLLL,3.5,1,2,synizesis;synizesis,ε:L:position υ:S:unknown α:S:unknown η:L:nature υ:L:position εω:L:synizesis αι:L:nature ι:L:lexicon ο:S:nature ε:S:nature αι:L:nature ω:L:nature α:L:position ο:L:line_final,"πρεσβυτάτῃ Νυμφέων αἵ μιν τότε μαιώσαντο,"
Hymn to Zeus,1,36,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,2.0,1,4,metrical_lengthening,ω:L:nature ι:L:position η:L:nature ε:S:nature ε:S:nature η:L:nature ε:S:nature α:S:lexicon ε:L:position υ:S:unknown α:S:unknown ε:L:nature ι:S:unknown υ:S:unknown η:L:nature+position ε:L:line_final,πρωτίστῃ γενεῇ μετά γε Στύγα τε Φιλύρην τε.
Hymn to Zeus,1,37,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,ου:L:nature α:S:unknown ι:S:unknown η:L:nature α:S:unknown ε:S:nature ει:L:nature ε:S:nature ε:S:nature η:L:nature α:S:lexicon ι:S:lexicon α:L:position α:S:lexicon ο:S:nature ευ:L:nature α:L:lexicon,"οὐδ’ ἁλίην ἀπέτεισε θεὴ χάριν, ἀλλὰ τὸ χεῦμα"
Hymn to Zeus,1,38,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,ει:L:nature ο:S:nature ε:S:nature η:L:nature ο:S:nature ο:S:nature η:L:nature ε:S:nature ο:S:nature ε:L:position ο:S:nature ι:S:lexicon ου:L:nature υ:S:unknown α:S:lexicon αυ:L:nature ο:L:line_final,κεῖνο Νέδην ὀνόμηνε· τὸ μέν ποθι πουλὺ κατ’ αὐτὸ
Hymn to Zeus,1,39,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,1,,αυ:L:nature ω:L:nature ω:L:nature+position ο:S:nature ι:S:lexicon ε:L:position ο:S:nature ο:S:nature ε:L:position ει:L:nature ο:L:position ε:S:nature α:S:unknown ι:L:position αι:L:line_final,"Καυκώνων πτολίεθρον, ὃ Λέπρειον πεφάτισται,"
Hymn to Zeus,1,40,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,υ:L:position ε:S:nature ε:S:nature αι:L:nature η:L:nature η:L:nature ι:S:properispomenon α:S:unknown αι:L:nature ο:S:nature α:S:unknown ο:L:position ε:S:nature ι:S:lexicon υ:L:lexicon ω:L:line_final,"συμφέρεται Νηρῆι, παλαιότατον δέ μιν ὕδωρ"
Hymn to Zeus,1,41,True,LLLLLSSLSSLLLL,LLLLLSSLSSLLLL,1.5,1,4,,υι:L:nature ω:L:nature οι:L:nature ι:L:unknown ου:L:nature ι:S:antepenult_accent υ:S:unknown α:L:unknown ο:S:nature ι:S:unknown η:L:nature α:L:position οι:L:nature ο:L:line_final,υἱωνοὶ πίνουσι Λυκαονίης ἄρκτοιο.
Hymn to Zeus,1,42,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,2,,ευ:L:nature ε:S:nature ε:S:nature α:L:unknown α:S:unknown ε:S:nature ει:L:nature ε:S:nature ε:S:nature ι:L:lexicon ω:L:nature οι:L:nature ο:S:nature ε:S:nature ου:L:nature α:L:lexicon,"εὖτε Θενὰς ἀπέλειπεν ἐπὶ Κνωσοῖο φέρουσα,"
Hymn to Zeus,1,43,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,0,lexicon_overridden,ευ:L:nature α:S:lexicon ε:S:nature η:L:nature υ:L:position η:L:nature ε:S:nature ε:S:nature αι:L:nature ε:S:nature α:S:lexicon ε:L:position υ:S:lexicon ι:S:lexicon ω:L:nature ου:L:line_final,"Ζεῦ πάτερ, ἡ Νύμφη σε Θεναὶ δ’ ἔσαν ἐγγύθι Κνωσοῦ,"
Hymn to Zeus,1,44,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,4,,ου:L:nature α:S:unknown ι:S:unknown οι:L:nature ε:S:nature ε:S:nature αι:L:nature ο:S:nature α:S:unknown ο:L:position α:S:unknown ο:S:nature ε:L:position ε:S:nature ε:S:nature ει:L:nature ο:L:line_final,"τουτάκι τοι πέσε, δαῖμον, ἄπ’ ὀμφαλός· ἔνθεν ἐκεῖνο"
Hymn to Zeus,1,45,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,ο:L:position α:S:unknown ι:S:unknown ο:L:position ε:S:nature ε:S:nature ει:L:nature α:S:lexicon ε:S:nature ο:L:position α:S:lexicon ε:S:nature ου:L:nature ι:S:lexicon υ:S:unknown ω:L:nature ε:L:line_final,ὀμφάλιον μετέπειτα πέδον καλέουσι Κύδωνες.
Hymn to Zeus,1,46,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,1.5,1,1,,ευ:L:nature ε:S:nature ε:S:nature υ:L:position α:L:position ω:L:nature ε:S:nature α:S:paroxytone_short_ultima αι:L:nature+position ο:S:nature ε:S:nature η:L:nature υ:L:unknown α:L:position ο:L:line_final,"Ζεῦ, σὲ δὲ Κυρβάντων ἑτάραι προσεπηχύναντο"
Hymn to Zeus,1,47,True,LLLSSLSSLSSLLLL,LLLSSLSSLSSLLLL,1.5,1,1,,ι:L:position αι:L:nature αι:L:nature ε:S:nature ι:S:paroxytone_short_ultima αι:L:nature ε:S:nature ε:S:nature οι:L:nature ι:S:unknown ε:S:nature α:L:position η:L:nature+position ει:L:nature α:L:antepenult_accent,"Δικταῖαι Μελίαι, σὲ δ’ ἐκοίμισεν Ἀδρήστεια"
Hymn to Zeus,1,48,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,2.5,1,2,correption;lexicon_overridden,ι:L:position ω:S:nature ε:S:nature ι:L:lexicon υ:S:lexicon ε:S:nature ω:L:nature υ:S:unknown ε:S:nature η:L:nature α:S:unknown ο:S:nature ι:L:lexicon ο:S:nature α:S:lexicon α:L:position ο:L:line_final,"λίκνῳ ἐνὶ χρυσέῳ, δὺ δ’ ἐθήσαο πίονα μαζὸν"
Hymn to Zeus,1,49,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,αι:L:nature ο:S:nature α:S:unknown α:L:position ει:L:nature η:L:nature ε:S:nature ι:S:lexicon ε:L:position υ:S:lexicon υ:S:lexicon η:L:nature ι:S:paroxytone_short_ultima ο:S:nature ε:L:position ω:L:line_final,"αἰγὸς Ἀμαλθείης, ἐπὶ σὲ γλυκὺ κηρίον ἔβρως."
Hymn to Zeus,1,50,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,ε:L:position ο:S:nature α:S:lexicon ε:L:position α:S:unknown ι:S:unknown αι:L:nature α:S:properispomenon α:S:unknown α:L:position ι:S:paroxytone_short_ultima ο:S:nature ε:L:position α:S:lexicon ε:S:nature ι:L:position η:L:line_final,γέντο γὰρ ἐξαπιναῖα Πανακρίδος ἔργα μελίσσης
Hymn to Zeus,1,51,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,2,,ι:L:unknown αι:L:nature οι:L:nature ε:S:nature ο:S:nature ε:L:position ι:S:lexicon α:S:lexicon ε:L:position ει:L:nature ου:L:nature ι:S:antepenult_accent α:S:unknown α:L:position α:L:antepenult_accent,"Ἰδαίοις ἐν ὄρεσσι, τά τε κλείουσι Πάνακρα."
Hymn to Zeus,1,52,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,1.5,1,2,,ου:L:nature α:S:properispomenon ε:S:nature ου:L:nature η:L:nature ε:L:position ε:S:nature ε:S:nature ι:L:lexicon υ:S:unknown ι:S:unknown ω:L:nature+position η:L:nature α:L:position ο:L:line_final,οὖλα δὲ Κούρητές σε περὶ πρύλιν ὠρχήσαντο
Hymn to Zeus,1,53,True,LSSSLLLSSLSSLSSLL,LSSSLLLSSLSSLSSLL,99.0,0,0,unmetrical,ευ:L:nature ε:S:nature α:S:lexicon ε:S:nature η:L:nature η:L:nature ο:L:position ε:S:nature ι:S:lexicon α:L:lexicon ο:S:nature ο:S:nature ου:L:nature α:S:lexicon ι:S:lexicon η:L:nature η:L:line_final,"τεύχεα πεπηήγοντες, ἵνα Κρόνος οὔασιν ἠχὴν"
Hymn to Zeus,1,54,True,LSSLSSLLLSSLLLL,LSSLSSLLLSSLLLL,1.5,1,1,,α:L:position ι:S:lexicon ο:S:nature ει:L:nature α:S:unknown ι:S:paroxytone_short_ultima οι:L:nature αι:L:nature η:L:nature ε:S:nature ο:S:nature ου:L:nature ι:L:position ο:L:position ο:L:line_final,ἀσπίδος εἰσαΐοι καὶ μή σεο κουρίζοντος.
Hymn to Zeus,1,55,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,3,lexicon_overridden,α:L:lexicon α:S:lexicon ε:S:nature η:L:nature ε:L:position ευ:L:nature α:S:lexicon α:S:lexicon ε:L:position α:S:unknown ε:S:nature ου:L:nature α:S:unknown ι:S:unknown ε:L:position ευ:L:line_final,"καλὰ μὲν ἠέξευ, καλὰ δ’ ἔτραφες, οὐράνιε Ζεῦ,"
Hymn to Zeus,1,56,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,4,correption,ο:L:position υ:S:lexicon α:S:unknown η:L:nature η:L:nature α:L:antepenult_accent α:S:unknown ι:S:unknown οι:L:nature ε:S:nature οι:S:nature η:L:nature+position ο:S:nature ι:S:unknown ου:L:nature οι:L:line_final,"ὀξὺ δ’ ἀνήβησας, ταχινοὶ δέ τοι ἦλθον ἴουλοι."
Hymn to Zeus,1,57,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,1,,α:L:position ε:S:nature ι:S:lexicon αι:L:nature+position ο:S:nature ε:S:nature ω:L:nature ε:L:position α:L:position α:S:unknown ο:S:nature α:L:lexicon α:S:lexicon ε:S:nature ει:L:nature α:L:antepenult_accent,ἀλλ’ ἔτι παιδνὸς ἐὼν ἐφράσσαο πάντα τέλεια·
Hymn to Zeus,1,58,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,ω:L:nature οι:L:nature αι:L:nature+position ω:L:nature οι:L:nature+position ο:S:nature ε:S:nature η:L:nature ε:S:nature ε:S:nature ε:L:position ε:S:nature ε:S:nature ο:L:position ε:L:line_final,τῶ τοι καὶ γνωτοὶ προτερηγενέες περ ἐόντες
Hymn to Zeus,1,59,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,ου:L:nature α:S:lexicon ο:S:nature ου:L:nature ε:S:nature ε:S:nature η:L:nature α:S:antepenult_accent ε:S:nature ει:L:nature ε:S:nature ι:S:unknown αι:L:nature ι:S:unknown ο:S:nature οι:L:nature ο:L:line_final,οὐρανὸν οὐκ ἐμέγηραν ἔχειν ἐπιδαίσιον οἶκον.
Hymn to Zeus,1,60,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,2,,η:L:nature αι:L:nature οι:L:nature ου:L:nature α:L:paroxytone_short_ultima α:S:lexicon α:S:unknown η:L:nature ε:S:nature ε:S:nature η:L:nature α:S:lexicon α:S:unknown οι:L:nature οι:L:line_final,δηναιοὶ δ’ οὐ πάμπαν ἀληθέες ἦσαν ἀοιδοί.
Hymn to Zeus,1,61,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,α:L:paroxytone_short_ultima ο:S:nature α:S:paroxytone_short_ultima ο:L:position ο:S:nature ι:S:unknown η:L:nature ι:S:antepenult_accent ι:S:unknown α:L:position ι:S:unknown α:S:antepenult_accent ω:L:nature α:S:lexicon α:S:lexicon ει:L:nature αι:L:line_final,φάντο πάλον Κρονίδῃσι διάτριχα δώματα νεῖμαι·
Hymn to Zeus,1,62,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,2,correption;override,ι:L:lexicon ε:S:nature ε:S:nature ου:L:nature υ:L:position ω:L:nature ε:S:nature αι:S:nature α:L:unknown ι:S:unknown ι:S:antepenult_accent η:L:nature ο:S:nature ε:S:nature υ:L:lexicon αι:L:line_final,"τίς δέ κ’ ἐπ’ Οὐλύμπῳ τε καὶ Ἄιδι κλῆρον ἐρύσσαι,"
