work,tlg,book,n,text,text_clean,source
Phaenomena,tlg001,1,13,"ἀνδράσιν ὡράων, ὄφρʼ ἔμπεδα πάντα φύωνται.","ἀνδράσιν ὡράων, ὄφρ’ ἔμπεδα πάντα φύωνται.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,14,τῶ μιν ἀεὶ πρῶτόν τε καὶ ὕστατον ἱλάσκονται.,τῶ μιν ἀεὶ πρῶτόν τε καὶ ὕστατον ἱλάσκονται.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,15,"χαῖρε, πάτερ, μέγα θαῦμα, μέγʼ ἀνθρώποισιν ὄνειαρ,","χαῖρε, πάτερ, μέγα θαῦμα, μέγ’ ἀνθρώποισιν ὄνειαρ,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,16,αὐτὸς καὶ προτέρη γενεή. Χαίροιτε δὲ Μοῦσαι,αὐτὸς καὶ προτέρη γενεή. Χαίροιτε δὲ Μοῦσαι,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,17,μειλίχιαι μάλα πᾶσαι· ἐμοί γε μὲν ἀστέρας εἰπεῖν,μειλίχιαι μάλα πᾶσαι· ἐμοί γε μὲν ἀστέρας εἰπεῖν,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,18,ᾗ θέμις εὐχομένῳ τεκμήρατε πᾶσαν ἀοιδήν.,ᾗ θέμις εὐχομένῳ τεκμήρατε πᾶσαν ἀοιδήν.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,19,οἱ μὲν ὁμῶς πολέες τε καὶ ἄλλυδις ἄλλοι ἐόντες,οἱ μὲν ὁμῶς πολέες τε καὶ ἄλλυδις ἄλλοι ἐόντες,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,20,οὐρανῷ ἕλκονται πάντʼ ἤματα συνεχὲς αἰεί·,οὐρανῷ ἕλκονται πάντ’ ἤματα συνεχὲς αἰεί·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,21,"αὐτὰρ ὅ γʼ οὐδʼ ὀλίγον μετανίσσεται, ἀλλὰ μάλʼ αὕτως","αὐτὰρ ὅ γ’ οὐδ’ ὀλίγον μετανίσσεται, ἀλλὰ μάλ’ αὕτως",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,22,"ἄξων αἰὲν ἄρηρεν, ἔχει δʼ ἀτάλαντον ἁπάντη","ἄξων αἰὲν ἄρηρεν, ἔχει δ’ ἀτάλαντον ἁπάντη",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,23,"μεσσηγὺς γαῖαν, περὶ δʼ οὐρανὸν αὐτὸν ἀγινεῖ.","μεσσηγὺς γαῖαν, περὶ δ’ οὐρανὸν αὐτὸν ἀγινεῖ.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,24,καί μιν πειραίνουσι δύω πόλοι ἀμφοτέρωθεν·,καί μιν πειραίνουσι δύω πόλοι ἀμφοτέρωθεν·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,25,"ἀλλʼ ὁ μὲν οὐκ ἐπίοπτος, ὁ δʼ ἀντίος ἐκ βορέαο","ἀλλ’ ὁ μὲν οὐκ ἐπίοπτος, ὁ δ’ ἀντίος ἐκ βορέαο",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,26,ὑψόθεν ὠκεανοῖο· δύω δέ μιν ἀμφὶς ἔχουσαι,ὑψόθεν ὠκεανοῖο· δύω δέ μιν ἀμφὶς ἔχουσαι,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,27,"Ἄρκτοι ἅμα τροχόωσι, τὸ δὴ καλέονται ἅμαξαι.","Ἄρκτοι ἅμα τροχόωσι, τὸ δὴ καλέονται ἅμαξαι.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,28,αἱ δʼ ἤτοι κεφαλὰς μὲν ἐπʼ ἰξύας αἰέν ἔχουσιν,αἱ δ’ ἤτοι κεφαλὰς μὲν ἐπ’ ἰξύας αἰέν ἔχουσιν,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,29,"ἀλλήλων, αἰεὶ δέ κατωμάδιαι φορέονται,","ἀλλήλων, αἰεὶ δέ κατωμάδιαι φορέονται,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,30,"ἔμπαλιν εἰς ὤμους τετραμμέναι. εἰ ἐτεὸν δή,","ἔμπαλιν εἰς ὤμους τετραμμέναι. εἰ ἐτεὸν δή,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,31,Κρήτηθεν κεῖναί γε Διὸς μεγάλου ἰότητι,Κρήτηθεν κεῖναί γε Διὸς μεγάλου ἰότητι,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,32,"οὐρανὸν εἰσανέβησαν, ὅ μιν τότε κουρίζοντα","οὐρανὸν εἰσανέβησαν, ὅ μιν τότε κουρίζοντα",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,33,"Δίκτῳ ἐν εὐώδει, ὄρεος σχεδὸν Ἰδαίοιο,","Δίκτῳ ἐν εὐώδει, ὄρεος σχεδὸν Ἰδαίοιο,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,34,"ἄντρῳ ἐγκατέθεντο καὶ ἔτρεφον εἰς ἐνιαυτόν,","ἄντρῳ ἐγκατέθεντο καὶ ἔτρεφον εἰς ἐνιαυτόν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,35,Δικταῖοι Κούρητες ὅτε Κρόνον ἐψεύδοντο.,Δικταῖοι Κούρητες ὅτε Κρόνον ἐψεύδοντο.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,36,"καὶ τὴν μὲν Κυνόσουραν ἐπίκλησιν καλέουσιν,","καὶ τὴν μὲν Κυνόσουραν ἐπίκλησιν καλέουσιν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,37,τὴν δʼ ἑτέρην Ἑλίκην. Ἑλίκῃ γε μὲν ἄνδρες Ἀχαιοὶ,τὴν δ’ ἑτέρην Ἑλίκην. Ἑλίκῃ γε μὲν ἄνδρες Ἀχαιοὶ,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,38,"εἰν ἁλὶ τεκμαίρονται ἵνα χρὴ νῆας ἀγινεῖν,","εἰν ἁλὶ τεκμαίρονται ἵνα χρὴ νῆας ἀγινεῖν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,39,τῇ δʼ ἄρα Φοίνικες πίσυνοι περόωσι θάλασσαν.,τῇ δ’ ἄρα Φοίνικες πίσυνοι περόωσι θάλασσαν.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,40,ἀλλʼ ἡ μὲν καθαρὴ καὶ ἐπιφράσσασθαι ἑτοίμη,ἀλλ’ ἡ μὲν καθαρὴ καὶ ἐπιφράσσασθαι ἑτοίμη,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,41,πολλὴ φαινομένη Ἑλίκη πρώτης ἀπὸ νυκτός·,πολλὴ φαινομένη Ἑλίκη πρώτης ἀπὸ νυκτός·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,42,"ἡ δʼ ἑτέρη ὀλίγη μέν, ἀτὰρ ναύτῃσιν ἀρείων·","ἡ δ’ ἑτέρη ὀλίγη μέν, ἀτὰρ ναύτῃσιν ἀρείων·",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,43,μειοτέρῃ γὰρ πᾶσα περιστρέφεται στροφάλιγγι·,μειοτέρῃ γὰρ πᾶσα περιστρέφεται στροφάλιγγι·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,44,τῇ καὶ Σιδόνιοι ἰθύντατα ναυτίλλονται.,τῇ καὶ Σιδόνιοι ἰθύντατα ναυτίλλονται.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,45,τὰς δέ διʼ ἀμφοτέρας οἵη ποταμοῖο ἀπορρώξ,τὰς δέ δι’ ἀμφοτέρας οἵη ποταμοῖο ἀπορρώξ,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,46,"εἰλεῖται μέγα θαῦμα, δράκων, περί τʼ ἀμφί τʼ ἐαγώς","εἰλεῖται μέγα θαῦμα, δράκων, περί τ’ ἀμφί τ’ ἐαγώς",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,47,μυρίος· αἱ δʼ ἄρα οἱ σπείρης ἑκάτερθε φέρονται,μυρίος· αἱ δ’ ἄρα οἱ σπείρης ἑκάτερθε φέρονται,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,48,"ἄρκτοι, κυανέου πεφυλαγμέναι ὠκεανοῖο.","ἄρκτοι, κυανέου πεφυλαγμέναι ὠκεανοῖο.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,49,"αὐτὰρ ὅ γʼ ἄλλην μὲν νεάτῃ ἐπιτείνεται οὐρῇ,","αὐτὰρ ὅ γ’ ἄλλην μὲν νεάτῃ ἐπιτείνεται οὐρῇ,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,50,ἄλλην δέ σπείρῃ περιτέμνεται. ἡ μέν οἱ ἄκρη,ἄλλην δέ σπείρῃ περιτέμνεται. ἡ μέν οἱ ἄκρη,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,51,οὐρὴ πὰρ κεφαλὴν Ἑλίκης ἀποπαύεται Ἄρκτου·,οὐρὴ πὰρ κεφαλὴν Ἑλίκης ἀποπαύεται Ἄρκτου·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,52,σπείρῃ δʼ ἐν Κυνόσουρα κάρη ἔχει· ἡ δέ κατʼ αὐτὴν,σπείρῃ δ’ ἐν Κυνόσουρα κάρη ἔχει· ἡ δέ κατ’ αὐτὴν,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,53,"εἰλεῖται κεφαλὴν καί οἱ ποδὸς ἔρχεται ἄχρις,","εἰλεῖται κεφαλὴν καί οἱ ποδὸς ἔρχεται ἄχρις,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,54,ἐκ δʼ αὖτις παλίνορσος ἀνατρέχει. οὐ μέν ἐκείνῃ,ἐκ δ’ αὖτις παλίνορσος ἀνατρέχει. οὐ μέν ἐκείνῃ,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,55,"οἰόθεν οὐδʼ οἶος κεφαλῇ ἐπιλάμπεται ἀστήρ,","οἰόθεν οὐδ’ οἶος κεφαλῇ ἐπιλάμπεται ἀστήρ,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,56,"ἀλλὰ δύο κροτάφοις, δύο δʼ ὄμμασιν· εἷς δʼ ὑπένερθεν","ἀλλὰ δύο κροτάφοις, δύο δ’ ὄμμασιν· εἷς δ’ ὑπένερθεν",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,57,ἐσχατιὴν ἐπέχει γένυος δεινοῖο πελώρου.,ἐσχατιὴν ἐπέχει γένυος δεινοῖο πελώρου.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,58,"λοξὸν δʼ ἐστὶ κάρη, νεύοντι δὲ πάμπαν ἔοικεν","λοξὸν δ’ ἐστὶ κάρη, νεύοντι δὲ πάμπαν ἔοικεν",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,59,ἄκρην εἰς Ἑλίκης οὐρήν· μάλα δʼ ἐστὶ κατʼ ἰθύ,ἄκρην εἰς Ἑλίκης οὐρήν· μάλα δ’ ἐστὶ κατ’ ἰθύ,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,60,καὶ στόμα καὶ κροτάφοιο τὰ δεξιὰ νειάτῳ οὐρῇ.,καὶ στόμα καὶ κροτάφοιο τὰ δεξιὰ νειάτῳ οὐρῇ.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,61,"κείνη που κεφαλὴ τῇ νίσσεται, ἧχί περ ἄκραι","κείνη που κεφαλὴ τῇ νίσσεται, ἧχί περ ἄκραι",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,62,μίσγονται δύσιές τε καὶ ἀντολαὶ ἀλλήλῃσιν.,μίσγονται δύσιές τε καὶ ἀντολαὶ ἀλλήλῃσιν.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,63,Τῇδʼ αὐτοῦ μογέοντι κυλίνδεται ἀνδρὶ ἐοικὸς,Τῇδ’ αὐτοῦ μογέοντι κυλίνδεται ἀνδρὶ ἐοικὸς,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,64,"εἴδωλον. τὸ μέν οὔτις ἐπίσταται ἀμφαδὸν εἰπεῖν,","εἴδωλον. τὸ μέν οὔτις ἐπίσταται ἀμφαδὸν εἰπεῖν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,65,"οὐδʼ ὅτινι κρέμαται κεῖνος πόνῳ, ἀλλά μιν αὕτως","οὐδ’ ὅτινι κρέμαται κεῖνος πόνῳ, ἀλλά μιν αὕτως",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,66,ἐγγόνασιν καλέουσι. τὸ δʼ αὖτʼ ἐν γούνασι κάμνον,ἐγγόνασιν καλέουσι. τὸ δ’ αὖτ’ ἐν γούνασι κάμνον,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,67,ὀκλάζοντι ἔοικεν· ἀπʼ ἀμφοτέρων δέ οἱ ὤμων,ὀκλάζοντι ἔοικεν· ἀπ’ ἀμφοτέρων δέ οἱ ὤμων,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,68,χεῖρες ἀείρονται· τάνυταί γε μέν ἄλλυδις ἄλλη,χεῖρες ἀείρονται· τάνυταί γε μέν ἄλλυδις ἄλλη,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,69,ὅσσον ἐς ὀργυιήν· μέσσῳ δʼ ἐφύπερθε καρήνῳ,ὅσσον ἐς ὀργυιήν· μέσσῳ δ’ ἐφύπερθε καρήνῳ,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,70,δεξιτεροῦ ποδὸς ἄκρον ἔχει σκολιοῖο Δράκοντος.,δεξιτεροῦ ποδὸς ἄκρον ἔχει σκολιοῖο Δράκοντος.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,71,"αὐτοῦ κἀκεῖνος στέφανος, τὸν ἀγανὸς ἔθηκεν","αὐτοῦ κἀκεῖνος στέφανος, τὸν ἀγανὸς ἔθηκεν",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,72,"σῆμʼ ἔμεναι Διόνυσος ἀποιχομένης Ἀριάδνης,","σῆμ’ ἔμεναι Διόνυσος ἀποιχομένης Ἀριάδνης,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,73,νώτῳ ὑποστρέφεται κεκμηότος Εἰδώλοιο.,νώτῳ ὑποστρέφεται κεκμηότος Εἰδώλοιο.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,74,"νώτῳ μὲν Στέφανος πελάει, κεφαλῇ γε μὲν ἄκρῃ","νώτῳ μὲν Στέφανος πελάει, κεφαλῇ γε μὲν ἄκρῃ",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,75,"σκέπτεο πὰρ κεφαλὴν Ὀφιούχεον, ἐκ δʼ ἄρʼ ἐκείνης","σκέπτεο πὰρ κεφαλὴν Ὀφιούχεον, ἐκ δ’ ἄρ’ ἐκείνης",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,76,αὐτὸν ἐπιφράσσαιο φαεινόμενον Ὀφιοῦχον·,αὐτὸν ἐπιφράσσαιο φαεινόμενον Ὀφιοῦχον·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,77,τοῖοί οἱ κεφαλῇ ὑποκείμενοι ἀγλαοὶ ὦμοι,τοῖοί οἱ κεφαλῇ ὑποκείμενοι ἀγλαοὶ ὦμοι,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,78,εἴδονται· κεῖνοί γε καὶ ἂν διχόμηνι σελήνῃ,εἴδονται· κεῖνοί γε καὶ ἂν διχόμηνι σελήνῃ,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,79,εἰσωποὶ τελέθοιεν· ἀτὰρ χέρες οὐ μάλα ἶσαι·,εἰσωποὶ τελέθοιεν· ἀτὰρ χέρες οὐ μάλα ἶσαι·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,80,λεπτὴ γὰρ καὶ τῇ καὶ τῇ ἐπιδέδρομεν αἴγλη.,λεπτὴ γὰρ καὶ τῇ καὶ τῇ ἐπιδέδρομεν αἴγλη.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,81,ἀλλʼ ἔμπης κἀκεῖναι ἐπόψιαι· οὐ γὰρ ἐλαφραί·,ἀλλ’ ἔμπης κἀκεῖναι ἐπόψιαι· οὐ γὰρ ἐλαφραί·,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,82,"ἀμφότεραι δʼ Ὄφιος πεπονήαται, ὅς ῥά τε μέσσον","ἀμφότεραι δ’ Ὄφιος πεπονήαται, ὅς ῥά τε μέσσον",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,83,δινεύει Ὀφιοῦχον· ὁ δʼ ἐμμενές εὖ ἐπαρηρὼς,δινεύει Ὀφιοῦχον· ὁ δ’ ἐμμενές εὖ ἐπαρηρὼς,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,84,"ποσσὶν ἐπιθλίβει μέγα θηρίον ἀμφοτέροισιν,","ποσσὶν ἐπιθλίβει μέγα θηρίον ἀμφοτέροισιν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,85,"σκορπίον, ὀφθαλμῷ τε καὶ ἐν θώρηκι βεβηκὼς","σκορπίον, ὀφθαλμῷ τε καὶ ἐν θώρηκι βεβηκὼς",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,86,"ὀρθός. ἀτάρ οἱ ὄφις γε δύω στρέφεται μετὰ χερσίν,","ὀρθός. ἀτάρ οἱ ὄφις γε δύω στρέφεται μετὰ χερσίν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,87,"δεξιτερῇ ὀλίγος, σκαιῇ γε μὲν ὑψόθι πολλός.","δεξιτερῇ ὀλίγος, σκαιῇ γε μὲν ὑψόθι πολλός.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,88,"καὶ δή οἱ Στεφάνῳ παρακέκλιται ἄκρα γένεια,","καὶ δή οἱ Στεφάνῳ παρακέκλιται ἄκρα γένεια,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,89,νειόθι δὲ σπείρης μεγάλας ἐπιμαίεο χηλάς.,νειόθι δὲ σπείρης μεγάλας ἐπιμαίεο χηλάς.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,90,"ἀλλʼ αἱ μέν φαέων ἐπιδευέες, οὐδὲν ἀγαυαί.","ἀλλ’ αἱ μέν φαέων ἐπιδευέες, οὐδὲν ἀγαυαί.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,91,ἐξόπιθεν δʼ Ἑλίκης φέρεται ἐλάοντι ἐοικὼς,ἐξόπιθεν δ’ Ἑλίκης φέρεται ἐλάοντι ἐοικὼς,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,92,"Ἀρκτοφύλαξ, τόν ῥʼ ἄνδρες ἐπικλείουσι βοώτην,","Ἀρκτοφύλαξ, τόν ῥ’ ἄνδρες ἐπικλείουσι βοώτην,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,93,οὕνεχʼ ἁμαξαίης ἐπαφώμενος εἴδεται Ἄρκτου.,οὕνεχ’ ἁμαξαίης ἐπαφώμενος εἴδεται Ἄρκτου.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,94,καὶ μάλα πᾶς ἀρίδηλος· ὑπὸ ζώνῃ δέ οἱ αὐτὸς,καὶ μάλα πᾶς ἀρίδηλος· ὑπὸ ζώνῃ δέ οἱ αὐτὸς,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,95,ἐξ ἄλλων Ἀρκτοῦρος ἑλίσσεται ἀμφαδὸν ἀστήρ.,ἐξ ἄλλων Ἀρκτοῦρος ἑλίσσεται ἀμφαδὸν ἀστήρ.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,96,ἀμφοτέροισι δὲ ποσσὶν ὕπο σκέπτοιο Βοώτεω,ἀμφοτέροισι δὲ ποσσὶν ὕπο σκέπτοιο Βοώτεω,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,97,"παρθένον, ἥ ῥʼ ἐν χερσὶ φέρει Στάχυν αἰγλήεντα.","παρθένον, ἥ ῥ’ ἐν χερσὶ φέρει Στάχυν αἰγλήεντα.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,98,"εἴτʼ οὖν Ἀστραίου κείνη γένος, ὅν ῥά τέ φασιν","εἴτ’ οὖν Ἀστραίου κείνη γένος, ὅν ῥά τέ φασιν",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,99,"ἄστρων ἀρχαῖον πατέρʼ ἔμμεναι, εἴτε τευ ἄλλου,","ἄστρων ἀρχαῖον πατέρ’ ἔμμεναι, εἴτε τευ ἄλλου,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,100,εὔκηλος φορέοιτο· λόγος γε μὲν ἐντρέχει ἄλλος,εὔκηλος φορέοιτο· λόγος γε μὲν ἐντρέχει ἄλλος,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,101,"ἀνθρώποις, ὡς δῆθεν ἐπιχθονίη πάρος ἦεν,","ἀνθρώποις, ὡς δῆθεν ἐπιχθονίη πάρος ἦεν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,102,"ἤρχετο δʼ ἀνθρώπων κατεναντίη, οὐδέ ποτʼ ἀνδρῶν","ἤρχετο δ’ ἀνθρώπων κατεναντίη, οὐδέ ποτ’ ἀνδρῶν",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,103,"οὐδέ ποτʼ ἀρχαίων ἠνήνατο φῦλα γυναικῶν,","οὐδέ ποτ’ ἀρχαίων ἠνήνατο φῦλα γυναικῶν,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,104,"ἀλλʼ ἀναμὶξ ἐκάθητο, καὶ ἀθανάτη περ ἐοῦσα.","ἀλλ’ ἀναμὶξ ἐκάθητο, καὶ ἀθανάτη περ ἐοῦσα.",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,105,"καί ἑ Δίκην καλέεσκον· ἀγειρομένη δὲ γέροντας,","καί ἑ Δίκην καλέεσκον· ἀγειρομένη δὲ γέροντας,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,106,"ἠέ που εἰν ἀγορῇ ἢ εὐρυχόρῳ ἐν ἀγυιῇ,","ἠέ που εἰν ἀγορῇ ἢ εὐρυχόρῳ ἐν ἀγυιῇ,",tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,107,δημοτέρας ἤειδεν ἐπισπέρχουσα θέμιστας.,δημοτέρας ἤειδεν ἐπισπέρχουσα θέμιστας.,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,108,οὔπω λευγαλέου τότε νείκεος ἠπίσταντο,οὔπω λευγαλέου τότε νείκεος ἠπίσταντο,tlg0653.tlg001.perseus-grc2.xml
Phaenomena,tlg001,1,109,"οὐδέ διακρίσιος πολυμεμφέος οὐδέ κυδοιμοῦ,","οὐδέ διακρίσιος πολυμεμφέος οὐδέ κυδοιμοῦ,",tlg0653.tlg001.perseus-grc2.xml
