work,book,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Odyssey,1,12,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.5,1,0,correption,οι:L:nature οι:S:nature ε:S:nature α:L:lexicon ο:S:nature ε:S:nature ο:L:position ε:S:nature ε:S:nature ευ:L:nature ο:S:nature ε:S:nature η:L:nature ε:S:nature α:S:lexicon α:L:position α:L:lexicon,"οἴκοι ἔσαν, πόλεμόν τε πεφευγότες ἠδὲ θάλασσαν·"
Odyssey,1,13,True,LLLLLLLSSLSSLL,LLLLLLLSSLSSLL,0.0,1,0,,ο:L:position οι:L:nature ο:L:position ο:L:position ου:L:nature ε:L:position η:L:nature ε:S:nature ο:S:nature η:L:nature ε:S:nature υ:S:lexicon αι:L:nature ο:L:line_final,τὸν δ’ οἶον νόστου κεχρημένον ἠδὲ γυναικὸς
Odyssey,1,14,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,1,,υ:L:position η:L:nature ο:L:position ι:S:lexicon ε:S:nature υ:L:lexicon ε:S:nature α:S:unknown υ:L:position ω:L:nature ι:L:lexicon α:S:lexicon ε:S:nature α:L:lexicon ω:L:line_final,νύμφη πότνι’ ἔρυκε Καλυψὼ δῖα θεάων
Odyssey,1,15,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,ε:L:position ε:L:position ι:L:position α:S:unknown υ:S:unknown οι:L:nature ι:S:properispomenon ι:S:lexicon αι:L:nature ο:S:nature ε:S:nature η:L:nature ο:S:nature ι:S:lexicon ει:L:nature αι:L:line_final,"ἐν σπέσσι γλαφυροῖσι, λιλαιομένη πόσιν εἶναι."
Odyssey,1,16,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,α:L:position ο:S:nature ε:S:nature η:L:nature ε:S:nature ο:S:nature η:L:nature+position ε:S:nature ε:S:nature ι:L:position ο:S:nature ε:S:nature ω:L:nature ε:S:nature ι:S:lexicon αυ:L:nature ω:L:line_final,"ἀλλ’ ὅτε δὴ ἔτος ἦλθε περιπλομένων ἐνιαυτῶν,"
Odyssey,1,17,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,1.5,1,0,correption,ω:L:nature οι:S:nature ε:S:nature ε:L:position ω:L:nature α:L:position ο:S:nature ε:S:nature οι:L:nature οι:L:nature ο:L:position ε:S:nature ε:S:nature ε:L:position αι:L:line_final,τῷ οἱ ἐπεκλώσαντο θεοὶ οἶκόνδε νέεσθαι
Odyssey,1,18,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ει:L:nature ι:S:lexicon α:S:lexicon η:L:nature ου:L:nature ε:L:position α:S:lexicon ε:S:nature υ:L:position ε:S:nature ο:S:nature η:L:nature ε:S:nature α:S:lexicon ε:L:position ω:L:line_final,"εἰς Ἰθάκην, οὐδ’ ἔνθα πεφυγμένος ἦεν ἀέθλων"
Odyssey,1,19,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,αι:L:nature ε:S:nature α:S:lexicon οι:L:nature ι:S:lexicon ι:S:lexicon οι:L:nature ι:S:lexicon ε:S:nature οι:L:nature ε:S:nature ε:S:nature αι:L:nature ο:S:nature α:S:lexicon α:L:lexicon ε:L:line_final,καὶ μετὰ οἷσι φίλοισι. θεοὶ δ’ ἐλέαιρον ἅπαντες
Odyssey,1,20,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ο:L:position ι:S:lexicon ο:S:nature ει:L:nature α:L:lexicon ω:L:nature ο:S:nature ο:S:nature α:L:position ε:L:position ε:L:position ε:S:nature ε:S:nature αι:L:nature ε:L:line_final,νόσφι Ποσειδάωνος· ὁ δ’ ἀσπερχὲς μενέαινεν
Odyssey,1,21,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,2.0,1,0,metrical_lengthening,α:L:position ι:S:lexicon ε:S:nature ω:L:nature ο:S:nature υ:S:lexicon η:L:nature ι:S:lexicon α:S:lexicon ο:L:nature η:L:nature+position αι:L:nature α:S:lexicon ι:S:lexicon ε:L:position αι:L:line_final,ἀντιθέῳ Ὀδυσῆι πάρος ἣν γαῖαν ἱκέσθαι.
Odyssey,1,22,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,α:L:position ο:S:nature ε:S:nature αι:L:nature ι:S:unknown ο:S:nature α:L:antepenult_accent ε:S:nature ε:S:nature ι:L:lexicon α:S:lexicon ε:S:nature η:L:nature ο:S:nature ε:S:nature ο:L:position α:L:lexicon,"ἀλλ’ ὁ μὲν Αἰθίοπας μετεκίαθε τηλόθ’ ἐόντας,"
Odyssey,1,23,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,2.0,1,2,correption,αι:L:nature ι:S:unknown ο:S:nature α:L:antepenult_accent οι:L:nature ι:L:position α:S:lexicon ε:S:nature αι:L:nature α:S:unknown αι:S:nature ε:L:position α:S:lexicon οι:S:nature α:L:lexicon ω:L:line_final,"Αἰθίοπας τοὶ διχθὰ δεδαίαται, ἔσχατοι ἀνδρῶν,"
Odyssey,1,24,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,οι:L:nature ε:L:position υ:L:unknown ο:S:nature ε:S:nature ου:L:nature υ:S:lexicon ε:S:nature ι:L:lexicon ο:S:nature ο:S:nature οι:L:nature α:S:lexicon ι:S:lexicon ο:L:position ο:L:line_final,"οἱ μὲν δυσομένου Ὑπερίονος οἱ δ’ ἀνιόντος,"
Odyssey,1,25,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.5,1,1,correption,α:L:position ι:S:unknown ο:S:nature ω:L:nature+position αυ:L:nature ω:L:nature+position ε:S:nature αι:S:nature α:L:position ει:L:nature ω:L:nature ε:S:nature α:S:lexicon ο:L:position η:L:line_final,ἀντιόων ταύρων τε καὶ ἀρνειῶν ἑκατόμβης.
Odyssey,1,26,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,0,correption,ε:L:position ο:S:nature ε:S:nature ε:L:position ε:S:nature ο:S:nature αι:L:nature ι:S:lexicon α:S:lexicon η:L:nature ε:S:nature ο:S:nature οι:L:nature ε:S:nature η:S:nature α:L:paroxytone_short_ultima οι:L:line_final,ἔνθ’ ὅ γ’ ἐτέρπετο δαιτὶ παρήμενος· οἱ δὲ δὴ ἄλλοι
Odyssey,1,27,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,2.0,1,0,correption;lexicon_overridden,η:L:nature ο:S:nature ε:S:nature ι:L:lexicon ε:S:nature α:S:lexicon οι:L:nature ι:S:lexicon ο:S:nature υ:L:position ι:S:lexicon ου:S:nature α:L:position ο:S:nature οι:S:nature η:L:nature α:L:lexicon,Ζηνὸς ἐνὶ μεγάροισιν Ὀλυμπίου ἁθρόοι ἦσαν.
Odyssey,1,28,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,οι:L:nature ι:S:lexicon ε:S:nature υ:L:lexicon ω:L:nature η:L:nature+position ε:S:nature α:S:lexicon η:L:nature α:L:lexicon ω:L:nature+position ε:S:nature ε:S:nature ω:L:nature+position ε:L:line_final,τοῖσι δὲ μύθων ἦρχε πατὴρ ἀνδρῶν τε θεῶν τε·
Odyssey,1,29,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,1,,η:L:nature α:S:unknown ο:S:nature α:L:lexicon α:S:lexicon α:S:lexicon υ:L:lexicon ο:S:nature α:S:lexicon υ:L:lexicon ο:S:nature ο:S:nature αι:L:nature ι:L:position οι:L:nature ο:L:line_final,"μνήσατο γὰρ κατὰ θυμὸν ἀμύμονος Αἰγίσθοιο,"
Odyssey,1,30,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,4,,ο:L:position α:S:unknown α:S:unknown ε:L:position ο:S:nature ι:S:unknown η:L:nature+position η:L:nature ε:L:position υ:S:unknown ο:S:nature ε:L:position α:S:lexicon ο:S:nature ε:L:position η:L:line_final,τόν ῥ’ Ἀγαμεμνονίδης τηλεκλυτὸς ἔκταν’ Ὀρέστης·
Odyssey,1,31,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ου:L:nature ο:S:nature ε:S:nature ι:L:position η:L:nature+position ει:L:nature ε:S:nature ε:S:nature α:L:lexicon α:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon ε:S:nature ηυ:L:nature α:L:lexicon,τοῦ ὅ γ’ ἐπιμνησθεὶς ἔπε’ ἀθανάτοισι μετηύδα·
Odyssey,1,32,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,2.0,1,1,correption,ω:L:nature ο:S:nature οι:S:nature οι:L:nature ο:L:position η:L:nature υ:S:lexicon ε:S:nature ου:L:nature+position ο:S:nature οι:S:nature αι:L:nature ι:S:unknown ο:S:nature ω:L:nature+position αι:L:line_final,"ὢ πόποι, οἷον δή νυ θεοὺς βροτοὶ αἰτιόωνται·"
Odyssey,1,33,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,4.0,1,0,synizesis;correption;synizesis,ε:L:position η:L:nature εω:L:synizesis α:L:lexicon α:L:lexicon ι:S:lexicon α:S:lexicon ε:L:position ε:S:nature αι:S:nature οι:L:nature ε:S:nature αι:S:nature αυ:L:nature οι:L:line_final,"ἐξ ἡμέων γάρ φασι κάκ’ ἔμμεναι, οἱ δὲ καὶ αὐτοὶ"
Odyssey,1,34,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,η:L:nature ι:S:lexicon α:S:lexicon α:L:position α:S:lexicon ι:S:lexicon η:L:nature ι:S:lexicon υ:S:lexicon ε:L:position ο:S:nature ο:S:nature α:L:paroxytone_short_ultima ε:S:nature ε:S:nature ου:L:nature ι:L:lexicon,"σφῇσιν ἀτασθαλίῃσιν ὑπὲρ μόρον ἄλγε’ ἔχουσιν,"
Odyssey,1,35,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,ω:L:nature+position αι:L:nature υ:L:lexicon αι:L:nature ι:L:position ο:S:nature υ:S:lexicon ε:L:position ο:S:nature ο:S:nature α:L:position ε:S:nature ι:S:lexicon α:L:lexicon ο:L:line_final,ὡς καὶ νῦν Αἴγισθος ὑπὲρ μόρον Ἀτρεΐδαο
Odyssey,1,36,True,LSSLLLLLSSLLLL,LSSLLLLLSSLLLL,1.5,1,0,,η:L:nature α:S:lexicon ο:S:nature ο:L:position η:L:nature+position η:L:nature+position ο:L:position ε:L:position α:S:lexicon ε:S:nature ο:L:position η:L:nature α:L:lexicon α:L:lexicon,"γῆμ’ ἄλοχον μνηστήν, τὸν δ’ ἔκτανε νοστήσαντα,"
Odyssey,1,37,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.5,1,0,correption,ει:L:nature ω:L:nature αι:L:nature υ:S:lexicon ο:S:nature ε:L:position ο:S:nature ε:S:nature ει:L:nature+position ο:S:nature οι:S:nature ει:L:nature ο:S:nature ε:S:nature η:L:nature ει:L:line_final,"εἰδὼς αἰπὺν ὄλεθρον, ἐπεὶ πρό οἱ εἴπομεν ἡμεῖς,"
Odyssey,1,38,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,ε:L:position ει:L:nature α:L:lexicon ε:L:position α:L:position ε:S:nature ε:S:nature υ:L:position ο:S:nature ο:S:nature α:L:position ε:S:nature ι:S:lexicon ο:L:position η:L:line_final,"Ἑρμείαν πέμψαντες, ἐύσκοπον ἀργεϊφόντην,"
Odyssey,1,39,True,LLLLLLLLLSSLL,LLLLLLLLLSSLL,0.5,1,1,correption,η:L:nature αυ:L:nature ο:L:position ει:L:nature ει:L:nature+position η:L:nature ε:L:position α:L:unknown α:L:position αι:S:nature α:S:lexicon οι:L:nature ι:L:lexicon,μήτ’ αὐτὸν κτείνειν μήτε μνάασθαι ἄκοιτιν·
Odyssey,1,40,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.5,1,3,correption,ε:L:position α:S:lexicon ο:S:nature ε:L:position α:S:unknown ο:S:nature ι:L:unknown ι:L:unknown ε:L:position ε:S:nature αι:S:nature α:L:position ε:S:nature ι:S:lexicon α:L:lexicon ο:L:line_final,"ἐκ γὰρ Ὀρέσταο τίσις ἔσσεται Ἀτρεΐδαο,"
Odyssey,1,41,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,1.0,1,1,correption,ο:L:position ο:S:nature α:S:lexicon η:L:nature η:L:nature η:L:nature ε:S:nature αι:S:nature η:L:nature ι:L:unknown ει:L:nature ε:S:nature αι:S:nature αι:L:nature η:L:line_final,ὁππότ’ ἂν ἡβήσῃ τε καὶ ἧς ἱμείρεται αἴης.
Odyssey,1,42,True,LSSLLLLLSSLLLL,LSSLLLLLSSLLLL,1.5,1,0,,ω:L:nature ε:S:nature α:S:lexicon ε:L:position ει:L:nature α:L:lexicon α:L:position ου:L:nature+position ε:S:nature α:S:lexicon αι:L:nature ι:L:position οι:L:nature ο:L:line_final,"ὣς ἔφαθ’ Ἑρμείας, ἀλλ’ οὐ φρένας Αἰγίσθοιο"
Odyssey,1,43,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,3,,ει:L:nature α:S:lexicon α:S:lexicon α:L:lexicon ο:S:nature ε:S:nature ω:L:nature+position υ:L:lexicon α:L:position ο:S:nature α:S:unknown α:L:position α:S:unknown ε:S:nature ι:L:unknown ε:L:line_final,πεῖθ’ ἀγαθὰ φρονέων· νῦν δ’ ἁθρόα πάντ’ ἀπέτισεν.
Odyssey,1,44,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,ο:L:position η:L:nature ει:L:nature ε:S:nature ε:S:nature ει:L:nature α:S:lexicon ε:S:nature α:L:lexicon αυ:L:nature ω:L:nature ι:S:lexicon α:S:lexicon η:L:nature η:L:line_final,"τὸν δ’ ἠμείβετ’ ἔπειτα θεά, γλαυκῶπις Ἀθήνη·"
Odyssey,1,45,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,0,,ω:L:nature α:S:lexicon ε:S:nature η:L:nature ε:S:nature ε:S:nature ε:L:position ο:S:nature ι:S:lexicon η:L:nature υ:S:lexicon α:S:lexicon ε:L:position ει:L:nature ο:L:position ω:L:line_final,"ὦ πάτερ ἡμέτερε Κρονίδη, ὕπατε κρειόντων,"
Odyssey,1,46,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.5,1,1,correption,αι:L:nature ι:L:lexicon η:L:nature+position ει:L:nature ο:L:position ε:S:nature ε:S:nature οι:L:nature ο:S:nature ι:S:unknown ει:L:nature αι:S:nature ο:S:nature ε:L:position ω:L:line_final,καὶ λίην κεῖνός γε ἐοικότι κεῖται ὀλέθρῳ·
Odyssey,1,47,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.5,1,0,correption,ω:L:nature α:S:lexicon ο:S:nature οι:L:nature ο:S:nature αι:S:nature α:L:paroxytone_short_ultima ο:S:nature ο:S:nature ι:L:lexicon οι:L:nature αυ:L:nature α:S:lexicon ε:S:nature ε:L:position οι:L:line_final,"ὡς ἀπόλοιτο καὶ ἄλλος, ὅτις τοιαῦτά γε ῥέζοι·"
Odyssey,1,48,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,0,correption,α:L:position α:S:lexicon οι:S:nature α:L:position ο:S:nature υ:S:lexicon η:L:nature ι:S:lexicon α:S:lexicon ι:L:position ο:S:nature ι:S:lexicon αι:L:nature ε:S:nature αι:S:nature η:L:nature ο:L:line_final,"ἀλλά μοι ἀμφ’ Ὀδυσῆι δαΐφρονι δαίεται ἦτορ,"
Odyssey,1,49,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,0,correption,υ:L:position ο:S:nature ω:S:nature ο:L:position η:L:nature η:L:nature α:S:lexicon ι:S:lexicon ω:L:nature α:S:lexicon ο:S:nature η:L:nature α:S:lexicon α:S:lexicon α:L:lexicon ει:L:line_final,"δυσμόρῳ, ὃς δὴ δηθὰ φίλων ἄπο πήματα πάσχει"
Odyssey,1,50,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.5,1,3,correption,η:L:nature ω:S:nature ε:S:nature α:L:position ι:S:unknown υ:S:unknown η:L:nature ο:S:nature ι:S:lexicon ο:L:position α:S:unknown ο:S:nature ε:L:position ι:S:lexicon α:S:lexicon α:L:position η:L:line_final,"νήσῳ ἐν ἀμφιρύτῃ, ὅθι τ’ ὀμφαλός ἐστι θαλάσσης."
Odyssey,1,51,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,0,,η:L:nature ο:L:position ε:L:position η:L:nature ε:L:position α:S:antepenult_accent ε:S:nature α:L:lexicon ε:L:position ω:L:nature α:S:lexicon α:S:lexicon αι:L:nature ει:L:line_final,"νῆσος δενδρήεσσα, θεὰ δ’ ἐν δώματα ναίει,"
Odyssey,1,52,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,α:L:position α:L:position ο:L:position υ:S:lexicon α:S:lexicon η:L:nature ο:S:nature ο:S:nature ο:L:position ο:S:nature ο:S:nature ο:L:position ε:S:nature α:S:lexicon α:L:position η:L:line_final,"Ἄτλαντος θυγάτηρ ὀλοόφρονος, ὅς τε θαλάσσης"
Odyssey,1,53,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,α:L:lexicon η:L:nature+position ε:L:position ε:S:nature α:S:lexicon οι:L:nature ε:S:nature ε:S:nature ει:L:nature ε:S:nature ε:S:nature ι:L:unknown ο:S:nature α:S:antepenult_accent αυ:L:nature ο:L:line_final,"πάσης βένθεα οἶδεν, ἔχει δέ τε κίονας αὐτὸς"
Odyssey,1,54,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.5,1,1,correption,α:L:position α:L:unknown αι:L:nature αι:L:nature α:L:lexicon ε:S:nature αι:S:nature ου:L:nature α:S:lexicon ο:S:nature α:L:position ι:S:lexicon ε:S:nature ου:L:nature ι:L:lexicon,"μακράς, αἳ γαῖάν τε καὶ οὐρανὸν ἀμφὶς ἔχουσιν."
Odyssey,1,55,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,ου:L:nature υ:S:lexicon α:S:lexicon η:L:nature+position υ:L:position η:L:nature ο:S:nature ο:S:nature υ:L:unknown ο:S:nature ε:S:nature ο:L:position α:S:lexicon ε:S:nature υ:L:lexicon ει:L:line_final,"τοῦ θυγάτηρ δύστηνον ὀδυρόμενον κατερύκει,"
Odyssey,1,56,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.5,1,2,correption;metrical_lengthening,αι:L:nature ει:L:nature ε:L:nature α:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon αι:S:nature αι:L:nature υ:S:unknown ι:S:unknown οι:L:nature ι:S:lexicon ο:S:nature οι:L:nature ι:L:lexicon,αἰεὶ δὲ μαλακοῖσι καὶ αἱμυλίοισι λόγοισιν
Odyssey,1,57,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,1,correption,ε:L:position ει:S:nature ο:S:nature ω:L:nature ι:S:lexicon α:S:lexicon η:L:nature ε:S:nature ι:S:unknown η:L:nature ε:S:nature αι:S:nature αυ:L:nature α:S:lexicon ο:S:nature υ:L:lexicon ευ:L:line_final,"θέλγει, ὅπως Ἰθάκης ἐπιλήσεται· αὐτὰρ Ὀδυσσεύς,"
Odyssey,1,58,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ι:L:lexicon ε:S:nature ε:S:nature ο:L:position αι:L:nature α:L:position ο:S:nature α:S:lexicon ο:L:position ω:L:nature+position ο:L:position α:S:lexicon ο:S:nature η:L:nature αι:L:line_final,ἱέμενος καὶ καπνὸν ἀποθρῴσκοντα νοῆσαι
Odyssey,1,59,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.5,1,1,correption,η:L:nature+position αι:L:nature η:L:nature+position α:S:lexicon ε:S:nature ει:L:nature ι:L:unknown ει:L:nature ε:S:nature αι:S:nature ου:L:nature ε:S:nature υ:S:lexicon οι:L:nature ε:L:line_final,"ἧς γαίης, θανέειν ἱμείρεται. οὐδέ νυ σοί περ"
Odyssey,1,60,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ε:L:position ε:S:nature ε:S:nature αι:L:nature ι:S:lexicon ο:S:nature η:L:nature ο:S:nature ο:S:nature υ:L:position ι:S:lexicon ε:S:nature ου:L:nature υ:S:lexicon ο:S:nature υ:L:lexicon ευ:L:line_final,"ἐντρέπεται φίλον ἦτορ, Ὀλύμπιε. οὔ νύ τ’ Ὀδυσσεὺς"
Odyssey,1,61,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,α:L:position ει:L:nature ω:L:nature+position α:S:lexicon α:S:lexicon ηυ:L:nature ι:S:lexicon α:S:unknown ι:L:position ε:S:nature ο:S:nature ι:L:lexicon ε:S:nature α:S:lexicon ε:L:position ω:L:line_final,Ἀργείων παρὰ νηυσὶ χαρίζετο ἱερὰ ῥέζων
Odyssey,1,62,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,2,correption,οι:L:nature η:S:nature ε:S:nature ευ:L:nature ει:L:nature η:L:nature ι:S:lexicon υ:S:lexicon οι:L:nature ο:S:nature ο:S:nature ω:L:nature υ:S:unknown α:S:unknown ο:L:position ευ:L:line_final,"Τροίῃ ἐν εὐρείῃ; τί νύ οἱ τόσον ὠδύσαο, Ζεῦ;"
Odyssey,1,63,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,η:L:nature+position α:S:lexicon α:S:lexicon ει:L:nature ο:S:nature ε:S:nature ο:L:position ο:S:nature ε:S:nature η:L:nature ε:S:nature ε:S:nature η:L:nature ε:S:nature ε:S:nature α:L:lexicon ευ:L:line_final,τὴν δ’ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς·
