work,tlg,book,n,text,text_clean,source
Dionysiaca,tlg001,1,45,"ἀλλά, θεά, μαστῆρος ἀλήμονος ἄρχεο Κάδμου.","ἀλλά, θεά, μαστῆρος ἀλήμονος ἄρχεο Κάδμου.",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,46,Σιδονίης ποτὲ ταῦρος ἐπʼ ᾐόνος ὑψίκερως Ζεὺς,Σιδονίης ποτὲ ταῦρος ἐπ’ ᾐόνος ὑψίκερως Ζεὺς,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,47,ἱμερόεν μύκημα νόθῳ μιμήσατο λαιμῷ,ἱμερόεν μύκημα νόθῳ μιμήσατο λαιμῷ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,48,"καὶ γλυκὺν εἶχε μύωπα· μετοχμάζων δὲ γυναῖκα,","καὶ γλυκὺν εἶχε μύωπα· μετοχμάζων δὲ γυναῖκα,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,49,"κυκλώσας παλάμας περὶ, γαστέρα δίζυγι δεσμῷ,","κυκλώσας παλάμας περὶ, γαστέρα δίζυγι δεσμῷ,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,50,"βαιὸς Ἔρως κούφιζε, καὶ ἐγγύθεν ὑγροπόρος βοῦς","βαιὸς Ἔρως κούφιζε, καὶ ἐγγύθεν ὑγροπόρος βοῦς",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,51,"κυρτὸν ὑποστορέσας λοφίην ἐπιβήτορι κούρῃ,","κυρτὸν ὑποστορέσας λοφίην ἐπιβήτορι κούρῃ,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,52,"δόχμιος ὀκλάζων, κεχαλασμένα νῶτα τιταίνων,","δόχμιος ὀκλάζων, κεχαλασμένα νῶτα τιταίνων,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,53,Εὐρώπην ἀνάειρε· διεσσυμένοιο δὲ ταύρου,Εὐρώπην ἀνάειρε· διεσσυμένοιο δὲ ταύρου,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,54,πλωτὸς ὄνυξ ἐχάραξε βατῆς ἁλὸς ἄψοφον ὕδωρ,πλωτὸς ὄνυξ ἐχάραξε βατῆς ἁλὸς ἄψοφον ὕδωρ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,55,ἴχνεσι φειδομένοισιν· ὑπὲρ πόντοιο δὲ κούρη,ἴχνεσι φειδομένοισιν· ὑπὲρ πόντοιο δὲ κούρη,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,56,δείματι παλλομένη βοέῳ ναυτίλλετο νώτῳ,δείματι παλλομένη βοέῳ ναυτίλλετο νώτῳ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,57,ἀστεμφὴς ἀδίαντος· ἰδὼν δέ μιν ἦ τάχα φαίης,ἀστεμφὴς ἀδίαντος· ἰδὼν δέ μιν ἦ τάχα φαίης,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,58,ἢ Θέτιν ἢ Γαλάτειαν ἢ εὐνέτιν ἐννοσιγαίου,ἢ Θέτιν ἢ Γαλάτειαν ἢ εὐνέτιν ἐννοσιγαίου,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,59,ἢ λοφίῃ Τρίτωνος ἐφεζομένην Ἀφροδίτην·,ἢ λοφίῃ Τρίτωνος ἐφεζομένην Ἀφροδίτην·,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,60,"καὶ πλόον εἰλιπόδην ἐπεθάμβεε κυανοχαίτης,","καὶ πλόον εἰλιπόδην ἐπεθάμβεε κυανοχαίτης,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,61,τρίτων δʼ ἠπεροπῆα Διὸς μυκηθμὸν ἀκούων,τρίτων δ’ ἠπεροπῆα Διὸς μυκηθμὸν ἀκούων,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,62,ἀντίτυπον Κρονίωνι μέλος μυκήσατο κόχλῳ,ἀντίτυπον Κρονίωνι μέλος μυκήσατο κόχλῳ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,63,ἀείδων ὑμέναιον· ἀειρομένην δὲ γυναῖκα,ἀείδων ὑμέναιον· ἀειρομένην δὲ γυναῖκα,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,64,"θαῦμα φόβῳ κεράσας ἐπεδείκνυε Δωρίδι Νηρεύς,","θαῦμα φόβῳ κεράσας ἐπεδείκνυε Δωρίδι Νηρεύς,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,65,ξεῖνον ἰδὼν πλωτῆρα κερασφόρον· ἀκροβαφῆ δὲ,ξεῖνον ἰδὼν πλωτῆρα κερασφόρον· ἀκροβαφῆ δὲ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,66,"ὁλκάδα ταῦρον ἔχουσα βοοστόλος ἔπλεε νύμφη,","ὁλκάδα ταῦρον ἔχουσα βοοστόλος ἔπλεε νύμφη,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,67,καὶ διερῆς τρομέουσα μετάρσιον ἅλμα πορείης,καὶ διερῆς τρομέουσα μετάρσιον ἅλμα πορείης,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,68,"πηδάλιον κέρας ἔσχε, καὶ Ἵμερος ἔπλετο ναύτης.","πηδάλιον κέρας ἔσχε, καὶ Ἵμερος ἔπλετο ναύτης.",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,69,καὶ δολόεις Βορέης γαμίῃ δεδονημένον αὔρῃ,καὶ δολόεις Βορέης γαμίῃ δεδονημένον αὔρῃ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,70,"φᾶρος ὅλον κόλπωσε δυσίμερος, ἀμφοτέρῳ δὲ","φᾶρος ὅλον κόλπωσε δυσίμερος, ἀμφοτέρῳ δὲ",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,71,ζῆλον ὑποκλέπτων ἐπεσύρισεν ὄμφακι μαζῷ.,ζῆλον ὑποκλέπτων ἐπεσύρισεν ὄμφακι μαζῷ.,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,72,"ὡς δʼ ὅτε Νηρεΐδων τις, ὑπερκύψασα θαλάσσης,","ὡς δ’ ὅτε Νηρεΐδων τις, ὑπερκύψασα θαλάσσης,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,73,"ἑζομένη δελφῖνι χυτὴν ἀνέκοπτε γαλήνην,","ἑζομένη δελφῖνι χυτὴν ἀνέκοπτε γαλήνην,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,74,καί οἱ ἀειρομένης ἐλελίζετο μυδαλέη χεὶρ,καί οἱ ἀειρομένης ἐλελίζετο μυδαλέη χεὶρ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,75,"νηχομένης μίμημα, φέρων δέ μιν ἄβροχον ἅλμης","νηχομένης μίμημα, φέρων δέ μιν ἄβροχον ἅλμης",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,76,"ἡμιφανὴς πεφόρητο διʼ ὕδατος ὑγρὸς ὁδίτης,","ἡμιφανὴς πεφόρητο δι’ ὕδατος ὑγρὸς ὁδίτης,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,77,"κυρτώσας ἑὰ νῶτα, διερπύζουσα δὲ πόντου","κυρτώσας ἑὰ νῶτα, διερπύζουσα δὲ πόντου",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,78,δίπτυχος ἄκρα κέλευθα κατέγραφεν ἰχθύος οὐρή·,δίπτυχος ἄκρα κέλευθα κατέγραφεν ἰχθύος οὐρή·,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,79,ὣς ὅ γε νῶτον ἄειρε· τιταινομένοιο δὲ ταύρου,ὣς ὅ γε νῶτον ἄειρε· τιταινομένοιο δὲ ταύρου,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,80,"βουκόλος αὐχένα δοῦλον Ἔρως ἐπεμάστιε κεστῷ,","βουκόλος αὐχένα δοῦλον Ἔρως ἐπεμάστιε κεστῷ,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,81,καὶ νομίην ἅτε ῥάβδον ἐπωμίδι τόξον ἀείρων,καὶ νομίην ἅτε ῥάβδον ἐπωμίδι τόξον ἀείρων,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,82,Κυπριδίῃ ποίμαινε καλαύροπι νυμφίον Ἥρης,Κυπριδίῃ ποίμαινε καλαύροπι νυμφίον Ἥρης,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,83,εἰς νομὸν ὑγρὸν ἄγων Ποσιδήιον· αἰδομένη δὲ,εἰς νομὸν ὑγρὸν ἄγων Ποσιδήιον· αἰδομένη δὲ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,84,παρθενίην πόρφυρε παρηίδα Παλλὰς ἀμήτωρ,παρθενίην πόρφυρε παρηίδα Παλλὰς ἀμήτωρ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,85,ἡνίοχον Κρονίωνος ὀπιπεύουσα γυναῖκα.,ἡνίοχον Κρονίωνος ὀπιπεύουσα γυναῖκα.,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,86,καὶ Διὸς ὑδατόεντι διεσσυμένου πόρον ὁλκῷ,καὶ Διὸς ὑδατόεντι διεσσυμένου πόρον ὁλκῷ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,87,"οὐ πόθον ἔσβεσε πόντος, ὅτι βρυχίην Ἀφροδίτην","οὐ πόθον ἔσβεσε πόντος, ὅτι βρυχίην Ἀφροδίτην",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,88,οὐρανίης ὤδινεν ἀπʼ αὔλακος ἔγκυον ὕδωρ·,οὐρανίης ὤδινεν ἀπ’ αὔλακος ἔγκυον ὕδωρ·,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,89,καὶ βοὸς ἀφλοίσβοιο κυβερνήτειρα πορείης,καὶ βοὸς ἀφλοίσβοιο κυβερνήτειρα πορείης,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,90,κούρη φόρτος ἔην καὶ ναυτίλος. εἰσορόων δὲ,κούρη φόρτος ἔην καὶ ναυτίλος. εἰσορόων δὲ,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,91,μιμηλὴν ταχύγουνον ἐχέφρονα νῆα θαλάσσης,μιμηλὴν ταχύγουνον ἐχέφρονα νῆα θαλάσσης,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,92,τοῖον ἔπος περίφοιτος Ἀχαιικὸς ἴαχε ναύτης·,τοῖον ἔπος περίφοιτος Ἀχαιικὸς ἴαχε ναύτης·,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,93,"Ὀφθαλμοί, τί τὸ θαῦμα; πόθεν ποσὶ κύματα τέμνων","Ὀφθαλμοί, τί τὸ θαῦμα; πόθεν ποσὶ κύματα τέμνων",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,94,νήχεται ἀτρυγέτοιο διʼ ὕδατος ἀγρονόμος βοῦς;,νήχεται ἀτρυγέτοιο δι’ ὕδατος ἀγρονόμος βοῦς;,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,95,μὴ πλωτὴν Κρονίδης τελέει χθόνα; μὴ διὰ πόντου,μὴ πλωτὴν Κρονίδης τελέει χθόνα; μὴ διὰ πόντου,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,96,ὑγρὸς ἁλιβρέκτοιο χαράσσεται ὁλκὸς ἁμάξης;,ὑγρὸς ἁλιβρέκτοιο χαράσσεται ὁλκὸς ἁμάξης;,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,97,παπταίνω κατὰ κῦμα νόθον πλόον· ἦ ῥα Σελήνη,παπταίνω κατὰ κῦμα νόθον πλόον· ἦ ῥα Σελήνη,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,98,"ἄζυγα ταῦρον ἔχουσα μετʼ αἰθέρα πόντον ὁδεύει,","ἄζυγα ταῦρον ἔχουσα μετ’ αἰθέρα πόντον ὁδεύει,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,99,ἀλλὰ Θέτις βυθίη διερὸν δρόμον ἡνιοχεύει;,ἀλλὰ Θέτις βυθίη διερὸν δρόμον ἡνιοχεύει;,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,100,οὐ βοῒ χερσαίῳ τύπον εἴκελον εἰνάλιος βοῦς,οὐ βοῒ χερσαίῳ τύπον εἴκελον εἰνάλιος βοῦς,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,101,"ἔλλαχεν—ἰχθυόεν γὰρ ἔχει δέμας—, ἀντὶ δὲ γυμνῆς","ἔλλαχεν—ἰχθυόεν γὰρ ἔχει δέμας—, ἀντὶ δὲ γυμνῆς",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,102,ἀλλοφανὴς ἀχάλινον ἐν ὕδασι πεζὸν ὁδίτην,ἀλλοφανὴς ἀχάλινον ἐν ὕδασι πεζὸν ὁδίτην,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,103,Νηρεῒς ἑλκεσίπεπλος ἀήθεα ταῦρον ἐλαύνει.,Νηρεῒς ἑλκεσίπεπλος ἀήθεα ταῦρον ἐλαύνει.,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,104,"εἰ πέλε Δημήτηρ σταχυηκόμος, ὑγροπόρῳ δὲ","εἰ πέλε Δημήτηρ σταχυηκόμος, ὑγροπόρῳ δὲ",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,105,"γλαυκὰ διασχίζει βοέῳ ποδὶ νῶτα θαλάσσης,","γλαυκὰ διασχίζει βοέῳ ποδὶ νῶτα θαλάσσης,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,106,"καὶ σὺ βυθοῦ μετὰ κῦμα, Ποσειδάων, μετανάστης","καὶ σὺ βυθοῦ μετὰ κῦμα, Ποσειδάων, μετανάστης",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,107,"γαίης δίψια νῶτα μετέρχεο πεζὸς ἀροτρεύς,","γαίης δίψια νῶτα μετέρχεο πεζὸς ἀροτρεύς,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,108,"νηὶ θαλασσαίῃ Δημήτερος αὔλακα τέμνων,","νηὶ θαλασσαίῃ Δημήτερος αὔλακα τέμνων,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,109,χερσαίοις ἀνέμοισι βατὸν πλόον ἐν χθονὶ τεύχων.,χερσαίοις ἀνέμοισι βατὸν πλόον ἐν χθονὶ τεύχων.,tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,110,"ταῦρε, παρεπλάγχθης μετανάστιος· οὐ πέλε Νηρεὺς","ταῦρε, παρεπλάγχθης μετανάστιος· οὐ πέλε Νηρεὺς",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,111,"βουκόλος, οὐ Πρωτεὺς ἀρότης, οὐ Γλαῦκος ἁλωεύς,","βουκόλος, οὐ Πρωτεὺς ἀρότης, οὐ Γλαῦκος ἁλωεύς,",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,112,"οὐχ ἕλος, οὐ λειμῶνες ἐν οἴδμασιν, ἀλλὰ θαλάσσῃ","οὐχ ἕλος, οὐ λειμῶνες ἐν οἴδμασιν, ἀλλὰ θαλάσσῃ",tlg2045.tlg001.perseus-grc2.xml
Dionysiaca,tlg001,1,113,ἀτρυγέτῳ πλώοντες ἀνήροτα ναύλοχον ὕδωρ,ἀτρυγέτῳ πλώοντες ἀνήροτα ναύλοχον ὕδωρ,tlg2045.tlg001.perseus-grc2.xml
