work,book,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Argonautica,1,43,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,2,correption,ο:L:position ο:S:nature ε:S:nature ο:L:position ο:S:nature ε:S:nature ι:L:position ε:S:nature ο:S:nature αυ:L:nature α:S:unknown υ:S:unknown ε:L:position ε:S:nature οι:S:nature η:L:nature η:L:line_final,ὁπλότερος πολέμιζε· τότ’ αὖ βαρύθεσκέ οἱ ἤδη
Argonautica,1,44,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,υι:L:nature α:S:lexicon ε:S:nature ε:L:position ε:S:nature ι:S:lexicon υ:L:lexicon ο:S:nature α:S:unknown η:L:nature ι:S:unknown ο:S:nature ω:L:nature+position ο:S:nature α:S:lexicon ο:L:position ε:L:line_final,"γυῖα, μένεν δ’ ἔτι θυμὸς ἀρήιος, ὡς τὸ πάρος περ."
Argonautica,1,45,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,ου:L:nature ε:S:nature ε:S:nature ι:L:unknown ι:L:position ο:L:position υ:S:lexicon α:S:lexicon η:L:nature ε:S:nature ι:S:lexicon η:L:nature ο:S:nature ε:S:nature ει:L:nature+position ο:L:line_final,"οὐδὲ μὲν Ἴφικλος Φυλάκῃ ἔνι δηρὸν ἔλειπτο,"
Argonautica,1,46,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,2,,η:L:nature+position ω:L:nature αι:L:nature ο:S:nature ι:S:unknown α:L:unknown ο:S:nature α:S:lexicon ι:L:position η:L:nature η:L:nature+position α:S:lexicon ο:S:nature υι:L:nature ε:L:line_final,μήτρως Αἰσονίδαο· κασιγνήτην γὰρ ὄπυιεν
Argonautica,1,47,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,5,,αι:L:nature ω:L:nature α:L:position ι:S:unknown ε:S:nature η:L:nature+position υ:S:unknown α:S:unknown η:L:nature ι:S:unknown α:S:unknown η:L:nature+position ι:S:lexicon α:S:lexicon ω:L:nature ει:L:line_final,Αἴσων Ἀλκιμέδην Φυλακηίδα· τῆς μιν ἀνώγει
Argonautica,1,48,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.5,1,1,correption,η:L:nature ο:S:nature υ:S:unknown η:L:nature αι:L:nature η:L:nature ο:S:nature ε:S:nature ι:L:position ι:L:position η:L:nature αι:S:nature ο:S:nature ι:L:lexicon ω:L:line_final,πηοσύνη καὶ κῆδος ἐνικρινθῆναι ὁμίλῳ.
Argonautica,1,49,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ου:L:nature ε:S:nature ε:S:nature αι:L:nature α:L:position η:L:nature ο:S:nature ε:S:nature υ:L:position η:L:nature ε:L:position ι:S:antepenult_accent α:S:lexicon α:L:position ω:L:line_final,οὐδὲ Φεραῖς Ἄδμητος ἐυρρήνεσσιν ἀνάσσων
Argonautica,1,50,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,ι:L:paroxytone_short_ultima ε:S:nature υ:S:lexicon ο:L:position ο:S:nature ι:S:lexicon η:L:nature ο:S:nature ε:S:nature ο:L:position α:L:position ω:L:nature ο:S:nature ι:S:unknown οι:L:nature ο:L:line_final,μίμνεν ὑπὸ σκοπιὴν ὄρεος Χαλκωδονίοιο.
Argonautica,1,51,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,3.0,1,4,correption,ου:L:nature α:S:unknown ο:S:nature η:L:nature ι:L:paroxytone_short_ultima ο:L:position ο:S:nature υ:S:unknown η:L:nature ι:S:unknown οι:S:nature ε:L:position ει:L:nature α:L:unknown ο:L:line_final,οὐδ’ Ἀλόπῃ μίμνον πολυλήιοι Ἑρμείαο
Argonautica,1,52,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.5,1,3,correption,υι:L:nature ε:S:nature ε:S:nature ευ:L:nature ε:S:nature α:S:unknown ω:L:nature ε:S:nature ο:S:nature ου:L:nature ε:S:nature υ:S:unknown ο:L:position αι:S:nature ε:S:nature ι:L:unknown ω:L:line_final,"υἱέες εὖ δεδαῶτε δόλους, Ἔρυτος καὶ Ἐχίων,"
Argonautica,1,53,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,0,,οι:L:nature ι:S:lexicon ε:S:nature ι:L:lexicon ι:S:lexicon α:S:lexicon ο:L:position ω:L:nature ο:L:position ι:S:lexicon ε:S:nature ι:L:position ο:S:nature ε:S:nature οι:L:nature ι:L:antepenult_accent,τοῖσι δ’ ἐπὶ τρίτατος γνωτὸς κίε νισσομένοισιν
Argonautica,1,54,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,2,,αι:L:nature α:S:unknown ι:S:unknown η:L:nature+position αι:L:nature ο:L:position ε:S:nature ε:S:nature α:L:position υ:L:position οι:L:nature ο:S:nature ο:S:nature η:L:nature ι:L:properispomenon,Αἰθαλίδης· καὶ τὸν μὲν ἐπ’ Ἀμφρυσσοῖο ῥοῇσιν
Argonautica,1,55,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,2,,υ:L:position ι:S:unknown ο:S:nature ο:L:position ου:L:nature η:L:nature+position ι:L:unknown α:L:position ε:S:nature ε:S:nature ευ:L:nature ο:S:nature ε:S:nature ει:L:nature α:L:antepenult_accent,Μυρμιδόνος κούρη Φθιὰς τέκεν Εὐπολέμεια·
Argonautica,1,56,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,3,,ω:L:nature αυ:L:nature ε:L:position ε:S:nature α:S:unknown η:L:nature+position ε:S:nature ε:S:nature η:L:nature ι:S:paroxytone_short_ultima ο:S:nature α:L:position ι:S:unknown α:S:unknown ει:L:nature η:L:line_final,τὼ δ’ αὖτ’ ἐκγεγάτην Μενετηίδος Ἀντιανείρης.
Argonautica,1,57,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,η:L:nature υ:S:lexicon ε:S:nature α:L:position ει:L:nature η:L:nature+position ο:S:nature ι:S:lexicon ω:L:nature+position υ:L:position ω:L:nature α:S:properispomenon ο:S:nature ω:L:nature ο:L:line_final,ἤλυθε δ’ ἀφνειὴν προλιπὼν Γυρτῶνα Κόρωνος
Argonautica,1,58,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,αι:L:nature ε:S:nature ι:S:unknown η:L:nature ε:L:position ο:L:position ε:S:nature ε:S:nature ου:L:nature ου:L:nature α:L:lexicon ο:S:nature α:S:lexicon ει:L:nature ω:L:line_final,"Καινεΐδης, ἐσθλὸς μέν, ἑοῦ δ’ οὐ πατρὸς ἀμείνων."
Argonautica,1,59,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,αι:L:nature ε:S:nature α:S:lexicon α:L:lexicon ω:L:nature ο:L:position ε:S:nature ε:S:nature ι:L:lexicon ει:L:nature ου:L:nature ι:S:lexicon α:S:lexicon οι:L:nature οι:L:line_final,Καινέα γὰρ ζῶόν περ ἔτι κλείουσιν ἀοιδοὶ
Argonautica,1,60,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.5,1,0,correption,ε:L:position αυ:L:nature οι:L:nature ι:S:antepenult_accent ο:S:nature ε:L:position αι:S:nature ο:S:nature ε:L:position ε:S:nature α:S:lexicon οι:L:nature ο:S:nature α:S:lexicon α:L:position ω:L:line_final,"Κενταύροισιν ὀλέσθαι, ὅτε σφέας οἶος ἀπ’ ἄλλων"
Argonautica,1,61,True,LSSLLLLLSSLLLL,LSSLLLLLSSLLLL,2.5,1,1,lexicon_overridden,η:L:nature α:S:lexicon α:S:lexicon ι:L:position η:L:nature ω:L:nature οι:L:nature ε:L:position α:S:unknown ι:S:antepenult_accent ο:L:position η:L:nature ε:L:position ε:L:line_final,ἤλασ’ ἀριστήων· οἱ δ’ ἔμπαλιν ὁρμηθέντες
Argonautica,1,62,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ου:L:nature ε:S:nature ι:S:lexicon ε:L:position ι:L:circumflex αι:L:nature+position ο:S:nature ε:S:nature ω:L:nature+position ε:S:nature ο:S:nature ου:L:nature ε:S:nature α:S:lexicon ι:L:paroxytone_short_ultima αι:L:line_final,"οὔτε μιν ἐγκλῖναι προτέρω σθένον, οὔτε δαΐξαι·"
Argonautica,1,63,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,α:L:position α:L:position η:L:nature+position ο:S:nature α:S:unknown α:L:position ο:S:nature ε:S:nature υ:L:lexicon ε:S:nature ο:S:nature ει:L:nature ο:S:nature ι:S:lexicon αι:L:nature η:L:line_final,"ἀλλ’ ἄρρηκτος ἄκαμπτος ἐδύσετο νειόθι γαίης,"
Argonautica,1,64,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,4,,ει:L:nature ο:S:nature ε:S:nature ο:L:position ι:S:unknown α:S:unknown η:L:nature ι:S:properispomenon α:S:unknown α:L:unknown ι:L:position η:L:nature ε:S:nature α:S:lexicon η:L:nature ι:L:lexicon,θεινόμενος στιβαρῇσι καταΐγδην ἐλάτῃσιν.
