work,book,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
The Rape of Helen,1,19,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,η:L:nature ο:S:nature ε:S:nature η:L:nature ο:S:nature υ:S:unknown η:L:nature ι:S:antepenult_accent ε:S:nature ω:L:nature ο:S:nature ο:S:nature ει:L:nature α:S:lexicon υ:S:lexicon η:L:nature η:L:line_final,Ζηνὸς ἐφημοσύνῃσιν ἐῳνοχόει Γανυμήδης·
The Rape of Helen,1,20,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,α:L:lexicon α:S:lexicon ε:S:nature υ:L:unknown αι:L:nature ου:L:nature α:S:antepenult_accent ε:S:nature ω:L:nature ε:L:position ευ:L:nature ε:S:nature ε:S:nature ε:L:position η:L:line_final,πᾶσα δὲ κυδαίνουσα θεῶν ἔσπευδε γενέθλη
The Rape of Helen,1,21,True,LSSLLLLLSSLLLL,LSSLLLLLSSLLLL,1.5,1,1,,αυ:L:nature ο:S:nature α:S:unknown ι:L:position η:L:nature η:L:nature+position ευ:L:nature ω:L:nature ε:S:nature ο:S:nature α:L:position ι:L:position ι:L:lexicon η:L:line_final,"αὐτοκασιγνήτην λευκώλενον Ἀμφιτρίτης,"
The Rape of Helen,1,22,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ευ:L:nature+position ε:S:nature α:S:lexicon ου:L:nature υ:L:position οι:L:nature ο:S:nature ο:S:nature ει:L:nature α:L:lexicon ω:L:nature+position ε:S:nature α:S:lexicon α:L:position η:L:line_final,"Ζεὺς μὲν ἀπ’ Οὐλύμποιο, Ποσειδάων δὲ θαλάσσης·"
The Rape of Helen,1,23,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,ε:L:position ε:S:nature ε:S:nature ι:L:position η:L:nature ε:L:position ο:S:nature α:S:lexicon ευ:L:nature ο:L:position ου:L:nature ε:S:nature ι:S:unknown ω:L:nature ο:L:line_final,ἐκ δὲ Μελισσήεντος ἀπ’ εὐόδμου Ἑλικῶνος
The Rape of Helen,1,24,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,ου:L:nature α:L:lexicon ω:L:nature+position ι:S:unknown υ:S:unknown ω:L:nature ο:S:nature α:S:lexicon ω:L:nature+position ο:S:nature ο:S:nature η:L:nature+position ε:S:nature α:S:lexicon ο:L:position ω:L:line_final,Μουσάων λιγύφωνον ἄγων χορὸν ἦλθεν Ἀπόλλων·
The Rape of Helen,1,25,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,υ:L:lexicon ει:L:nature οι:L:nature+position ε:S:nature α:S:lexicon ε:L:position ε:S:nature ι:S:unknown α:L:position ο:S:nature ε:S:nature ο:L:position ο:S:nature α:S:unknown οι:L:nature ι:L:antepenult_accent,χρυσείοις δ’ ἑκάτερθε τινασσόμενος πλοκάμοισι
The Rape of Helen,1,26,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,ο:L:position υ:S:lexicon α:S:lexicon ε:L:position ε:S:nature ο:S:nature η:L:nature+position ε:S:nature υ:S:lexicon ω:L:nature+position υ:S:unknown ε:S:nature ι:L:position ε:S:nature ο:S:nature αι:L:nature η:L:line_final,βότρυς ἀκερσεκόμης ζεφύρῳ στυφελίζετο χαίτης.
The Rape of Helen,1,27,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ο:L:position ε:S:nature ε:S:nature ω:L:nature α:L:position η:L:nature ε:S:nature α:S:lexicon ι:L:position η:L:nature η:L:nature ι:S:lexicon ο:S:nature η:L:nature η:L:line_final,τὸν δὲ μεθ’ ὡμάρτησε κασιγνήτη Διὸς Ἥρη.
The Rape of Helen,1,28,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.5,1,3,correption;lexicon_overridden,ου:L:nature αυ:L:nature η:L:nature α:S:unknown ι:S:unknown ει:L:nature α:S:antepenult_accent αι:S:nature α:L:position ο:S:nature ι:S:unknown η:L:nature α:S:lexicon ο:S:nature ι:L:lexicon η:L:line_final,οὐδ’ αὐτὴ βασίλεια καὶ ἁρμονίης Ἀφροδίτη
The Rape of Helen,1,29,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,1.5,1,0,,ε:L:position ο:S:nature ε:S:nature η:L:nature η:L:nature υ:L:lexicon ε:S:nature ε:S:nature α:L:position ε:S:nature α:S:lexicon ε:L:position αυ:L:nature οι:L:nature ο:L:line_final,ἐρχομένη δήθυνεν ἐς ἄλσεα Κενταύροιο.
The Rape of Helen,1,30,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,αι:L:nature+position ε:S:nature ο:S:nature α:L:position η:L:nature α:L:lexicon α:S:lexicon α:S:unknown η:L:nature ι:S:unknown ο:S:nature η:L:nature υ:S:lexicon ε:S:nature ει:L:nature ω:L:line_final,"καὶ στέφος ἀσκήσασα γαμήλιον ἤλυθε Πειθώ,"
The Rape of Helen,1,31,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,ο:L:position ευ:L:nature η:L:nature ο:S:nature ε:S:nature ω:L:nature ο:S:nature ε:S:nature α:L:position ι:L:position ου:L:nature α:S:antepenult_accent α:S:lexicon ε:L:position η:L:line_final,τοξευτῆρος Ἔρωτος ἐλαφρίζουσα φαρέτρην.
The Rape of Helen,1,32,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,αι:L:nature+position ι:S:lexicon α:S:lexicon η:L:nature+position υ:S:lexicon α:S:lexicon ει:L:nature α:S:lexicon α:S:lexicon ο:L:position ο:S:nature α:S:lexicon οι:L:nature ο:S:nature ε:S:nature ει:L:nature α:L:properispomenon,καὶ βριαρὴν τρυφάλειαν ἀπὸ κροτάφοιο μεθεῖσα
The Rape of Helen,1,33,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,ε:L:position α:S:lexicon ο:S:nature ω:L:nature α:L:position η:L:nature ε:S:nature α:S:unknown ω:L:nature α:S:unknown ι:S:unknown α:L:position ο:S:nature α:S:lexicon η:L:nature η:L:line_final,ἐς γάμον ὡμάρτησε γάμων ἀδίδακτος Ἀθήνη.
The Rape of Helen,1,34,True,LSSLLLLLSSLLLL,LSSLLLLLSSLLLL,2.5,1,2,lexicon_overridden,ου:L:nature ε:S:nature α:S:lexicon ι:L:position η:L:nature η:L:nature η:L:nature ω:L:nature ι:S:unknown α:S:unknown α:L:lexicon ο:L:position ω:L:nature ο:L:line_final,οὐδὲ κασιγνήτη Λητωιὰς Ἀπόλλωνος
The Rape of Helen,1,35,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,1,correption,α:L:position ε:S:nature ι:S:lexicon η:L:nature ι:L:unknown η:L:nature ε:S:nature αι:S:nature α:L:position ο:S:nature ε:S:nature η:L:nature ε:S:nature ε:S:nature ου:L:nature α:L:lexicon,Ἄρτεμις ἠτίμησε καὶ ἀγροτέρη περ ἐοῦσα.
The Rape of Helen,1,36,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.0,1,2,,οι:L:nature ο:L:position ου:L:nature υ:S:lexicon ε:S:nature η:L:nature ου:L:nature η:L:nature ι:S:unknown ο:S:nature ε:L:position ο:S:nature α:S:unknown ει:L:nature ω:L:line_final,"οἷος δ’ οὐ κυνέην, οὐ δήιον ἔγχος ἀείρων"
The Rape of Helen,1,37,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,0,correption;lexicon_overridden,ε:L:position ο:S:nature ο:S:nature η:L:nature αι:L:nature+position οι:L:nature ο:S:nature ι:S:lexicon η:L:nature ε:S:nature ο:S:nature ε:L:position ε:S:nature αι:S:nature α:L:lexicon η:L:line_final,"ἐς δόμον Ἡφαίστοιο σιδήρεος ἔρχεται Ἄρης,"
The Rape of Helen,1,38,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,οι:L:nature ο:S:nature α:S:lexicon ε:L:position ω:L:nature η:L:nature ο:S:nature α:S:lexicon ε:L:position η:L:nature+position οι:L:nature ο:S:nature ι:S:lexicon η:L:nature ου:L:line_final,"τοῖος ἄτερ θώρηκος, ἄτερ θηκτοῖο σιδήρου"
The Rape of Helen,1,39,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,ει:L:nature ι:S:lexicon ο:S:nature ω:L:nature ε:S:nature ο:S:nature ευ:L:nature ε:S:nature ε:S:nature ι:L:lexicon α:S:unknown ε:S:nature α:L:position ο:S:nature ε:S:nature α:L:unknown α:L:line_final,μειδιόων ἐχόρευεν. ἔριν δ’ ἀγέραστον ἐάσας
The Rape of Helen,1,40,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.5,1,0,correption,ου:L:nature ει:L:nature ω:L:nature α:S:lexicon ε:S:nature ι:L:position ε:S:nature αι:S:nature ου:L:nature ε:L:position α:L:position ε:S:nature ο:S:nature η:L:nature ευ:L:line_final,οὐ Χείρων ἀλέγιζε καὶ οὐκ ἐμπάζετο Πηλεύς.
The Rape of Helen,1,41,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,η:L:nature α:S:paroxytone_short_ultima ε:S:nature η:L:nature+position η:L:nature ε:L:position ο:S:nature α:S:lexicon ο:L:position α:L:position ει:L:nature α:S:lexicon ο:S:nature οι:L:nature ο:L:line_final,ἡ δ’ ἅτε βησσήεντος ἀποπλαγχθεῖσα νομοῖο
The Rape of Helen,1,42,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,ο:L:position ι:S:unknown ε:S:nature η:L:nature αι:L:nature η:L:nature ι:S:antepenult_accent ε:S:nature ι:L:lexicon υ:S:unknown ο:S:nature οι:L:nature ι:S:antepenult_accent α:S:unknown α:L:circumflex αι:L:line_final,πόρτις ἐρημαίῃσιν ἐνὶ ξυλόχοισιν ἀλᾶται
The Rape of Helen,1,43,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,3,,οι:L:nature η:L:nature ε:L:position ι:S:antepenult_accent υ:S:unknown ω:L:nature ι:S:antepenult_accent ο:S:nature ω:L:nature ε:S:nature α:S:unknown η:L:nature ι:S:properispomenon υ:S:unknown ει:L:nature α:L:properispomenon,"φοινήεντι μύωπι, βοῶν ἐλατῆρι, τυπεῖσα·"
The Rape of Helen,1,44,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,2,,οι:L:nature α:S:lexicon α:S:unknown υ:L:position η:L:nature οι:L:nature ι:S:antepenult_accent ε:S:nature ι:L:lexicon η:L:nature η:L:nature ι:S:properispomenon α:S:unknown ει:L:nature α:L:properispomenon,τοῖα βαρυζήλοισιν Ἔρις πληγῇσι δαμεῖσα
The Rape of Helen,1,45,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,1.5,1,0,override,α:L:position ε:S:nature ο:S:nature α:L:position ευ:L:nature ου:L:nature α:S:antepenult_accent ε:S:nature ω:L:nature+position ω:L:nature+position αι:L:nature α:S:lexicon ο:S:nature ι:L:paroxytone_short_ultima οι:L:line_final,"πλάζετο μαστεύουσα, θεῶν πῶς δαῖτας ὀρίνοι."
The Rape of Helen,1,46,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,ο:L:position α:S:lexicon ι:S:lexicon ευ:L:nature α:L:unknown ι:L:position ο:S:nature α:S:lexicon ο:L:position ι:L:position οι:L:nature ο:S:nature ο:S:nature ου:L:nature α:L:properispomenon,πολλάκι δ’ εὐλάιγγος ἀπὸ κλισμοῖο θοροῦσα
The Rape of Helen,1,47,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ι:L:position α:S:lexicon ο:S:nature αι:L:nature α:S:lexicon ι:S:lexicon ο:L:position ο:S:nature ε:S:nature ε:L:position ε:S:nature ο:S:nature ει:L:nature ι:S:lexicon ε:S:nature αι:L:nature η:L:line_final,ἵστατο καὶ παλίνορσος ἐφέζετο· χειρὶ δὲ γαίης
The Rape of Helen,1,48,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,2.5,1,0,correption;metrical_lengthening,ου:L:nature ε:S:nature ι:S:lexicon ο:L:position ο:S:nature α:S:lexicon α:L:position ε:S:nature αι:S:nature ου:L:nature ε:L:position α:L:position α:S:lexicon ο:S:nature ε:L:nature η:L:line_final,οὔδεϊ κόλπον ἄραξε καὶ οὐκ ἐφράσσατο πέρην·
The Rape of Helen,1,49,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,3,,η:L:nature ε:S:nature ε:S:nature ο:L:position αι:L:nature ω:L:nature+position υ:S:unknown α:S:unknown ω:L:nature+position η:L:nature ι:L:circumflex α:S:properispomenon α:S:unknown ει:L:nature α:L:properispomenon,"ἤθελεν ὀρφναίων γυάλων κληῖδας ἀνεῖσα,"
The Rape of Helen,1,50,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,3,,ε:L:position ο:S:nature ι:S:unknown ω:L:nature+position ι:L:lexicon η:L:nature α:S:lexicon α:S:unknown α:L:position η:L:nature α:L:unknown α:S:antepenult_accent ε:S:nature ε:L:position ω:L:line_final,ἐκ χθονίων Τιτῆνας ἀναστήσασα βερέθρων
The Rape of Helen,1,51,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,2,,ου:L:nature α:S:lexicon ο:S:nature υ:L:position ι:S:unknown ε:S:nature ο:L:position ο:S:nature α:S:unknown ι:L:position ω:L:nature αι:L:nature ι:S:lexicon ο:S:nature ε:L:position η:L:line_final,οὐρανὸν ὑψιμέδοντος ἀιστῶσαι Διὸς ἕδρην.
The Rape of Helen,1,52,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,η:L:nature ε:S:nature ε:S:nature η:L:nature η:L:nature ε:L:position α:S:antepenult_accent υ:S:lexicon ο:L:position η:L:nature+position η:L:nature α:S:properispomenon ι:S:unknown α:L:position ει:L:line_final,"ἤθελεν ἠχήεντα πυρὸς πρηστῆρα τινάσσειν,"
The Rape of Helen,1,53,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,3,,η:L:nature αι:L:nature+position ω:L:nature υ:S:unknown ο:S:nature ει:L:nature ε:S:nature α:S:unknown αι:L:nature α:S:unknown ε:S:nature η:L:nature ε:S:nature ε:S:nature ου:L:nature α:L:lexicon,"Ἡφαίστῳ δ’ ὑπόεικεν ἀμαιμακέτη περ ἐοῦσα,"
The Rape of Helen,1,54,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.5,1,0,correption,αι:L:nature υ:S:lexicon ο:S:nature α:L:position ε:L:position οι:L:nature ο:S:nature αι:S:nature ο:L:position ευ:L:nature η:L:nature ι:S:properispomenon ι:S:lexicon η:L:nature ου:L:line_final,καὶ πυρὸς ἀσβέστοιο καὶ ὀπτευτῆρι σιδήρου.
The Rape of Helen,1,55,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,3,,αι:L:nature α:S:lexicon ε:S:nature ω:L:nature+position α:S:unknown υ:S:unknown ου:L:nature ο:S:nature ε:S:nature η:L:nature α:S:lexicon ο:S:nature ο:L:position ο:S:nature α:S:unknown α:L:position ει:L:line_final,"καὶ σακέων βαρύδουπον ἐμήσατο κόμπον ἀράσσειν,"
The Rape of Helen,1,56,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,1,,ει:L:nature ο:S:nature ε:S:nature ει:L:nature αι:L:nature ο:L:position ε:S:nature α:S:unknown α:L:position ω:L:nature+position οι:L:nature ε:S:nature ι:S:lexicon ω:L:nature η:L:line_final,εἴ ποτε δειμαίνοντες ἀναθρῴσκοιεν ἰωήν·
The Rape of Helen,1,57,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,2,correption,α:L:position α:S:lexicon αι:S:nature ο:L:position ο:S:nature ε:S:nature η:L:nature+position ο:S:nature ι:S:lexicon η:L:nature α:S:unknown ε:S:nature α:L:position α:S:unknown ο:S:nature ου:L:nature η:L:line_final,ἀλλά καὶ ὁπλοτέρης δολίης ἀνεχάσσατο βουλῆς
The Rape of Helen,1,58,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,3,,α:L:unknown ε:S:nature α:S:antepenult_accent ει:L:nature αι:L:nature ου:L:nature α:S:antepenult_accent ι:S:lexicon η:L:nature ε:S:nature ο:S:nature α:L:position ι:S:unknown ι:S:unknown ω:L:nature η:L:line_final,"Ἄρεα δειμαίνουσα, σιδήρεον ἀσπιδιώτην."
The Rape of Helen,1,59,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,2,,η:L:nature η:L:nature ε:L:position ε:S:nature ι:S:unknown ω:L:nature+position υ:S:unknown ε:S:nature ω:L:nature ε:L:position η:L:nature α:S:lexicon ο:S:nature η:L:nature ω:L:line_final,ἤδη δ’ Ἑσπερίδων χρυσέων ἐμνήσατο μήλων·
The Rape of Helen,1,60,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,0,cluster_short,ε:L:position ε:S:nature ε:S:nature ι:L:lexicon ο:S:nature ε:S:nature οι:L:nature ο:S:position ο:S:nature α:L:position ε:S:nature ο:S:nature ε:L:position ο:S:nature ε:S:nature ου:L:nature α:L:lexicon,"ἔνθεν Ἔρις, πολέμοιο προάγγελον ἔρνος ἑλοῦσα"
The Rape of Helen,1,61,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,1,,η:L:nature ο:S:nature α:S:unknown ι:L:position η:L:nature ω:L:nature ε:L:position α:L:position α:S:lexicon ο:S:nature η:L:nature ε:S:nature α:S:lexicon ο:L:position ω:L:line_final,"μῆλον, ἀριζήλων ἐφράσσατο δήνεα μόχθων."
The Rape of Helen,1,62,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,2,,ει:L:nature ι:S:lexicon ε:S:nature ι:L:unknown η:L:nature α:L:unknown α:S:antepenult_accent ο:S:nature ου:L:nature+position ω:L:nature ο:L:position ο:S:nature ο:S:nature α:L:position η:L:line_final,χειρὶ δὲ δινήσασα μόθου πρωτόσπορον ἀρχὴν
The Rape of Helen,1,63,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ε:L:position α:S:lexicon ι:S:lexicon η:L:nature ε:L:position ι:L:position ε:S:nature ο:S:nature ο:L:position ω:L:nature ι:L:lexicon ε:S:nature ε:S:nature α:L:lexicon ω:L:line_final,"ἐς θαλίην ἔρριψε, χορὸν δ’ ὤρινε θεάων."
The Rape of Helen,1,64,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,η:L:nature η:L:nature ε:L:position α:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon α:S:unknown α:L:position ο:S:nature ε:S:nature η:L:nature ι:S:lexicon ο:S:nature ευ:L:nature η:L:line_final,Ἥρη μὲν παράκοιτις ἀγαλλομένη Διὸς εὐνῇ
